DataSize(Bytes),Pageable_H2D(MB/s),Pageable_D2H(MB/s),Pinned_H2D(MB/s),Pinned_D2H(MB/s),Mapped_H2D(MB/s),Mapped_D2H(MB/s)
3220480,8854.45,7956.54,12200.8,12085.2,10262,10580.4
3220992,8870.38,8120.38,12238.9,12083.7,10244.7,10582.7
3221504,8565.86,8146.65,12229.2,12026.6,10254.8,10582.9
3222016,8781.1,8060.4,12233.1,12080.3,10257.8,10583.7
3222528,8837.86,8119.44,12225.7,12087.6,10245.2,10586.3
3223040,8714.76,8157.46,12217.9,12096.7,10245.8,10586.2
3223552,8872.51,7793.72,12223.3,12081.2,10248.8,10580.3
3224064,7363.79,7619.56,12218.7,12082.3,10257,10585.2
3224576,8712.19,8209.45,12171.1,12075.5,10247.1,10583.7
3225088,8404.24,7862.5,12231.1,12091.9,10253.9,10583
3225600,8809,8038.16,12236.9,12095.7,10260.2,10577.7
3226112,8918.68,8063.88,12233.8,12069.9,10267.9,10573.6
3226624,8938.75,8238.07,12239.7,12089.6,10255,10581.4
3227136,8765.4,8232.14,12228,12073.7,10249.5,10600.6
3227648,8779.19,8082.63,12231.5,12032.6,10265.1,10584.2
3228160,8871.47,8220.51,12231.1,12092,10263.4,10576.8
3228672,8832.16,8190.15,12238.5,12088.9,10260.9,10589.8
3229184,8744.66,8095.49,12224.1,12091.2,10254.1,10588
3229696,8814.33,7896.34,12238.1,12091.6,10256.8,10572.5
3230208,8801.82,8214.67,12234.6,12084.4,10261.7,10583.5
3230720,8902.31,8228.08,12235,12095.1,10244.8,10576.8
3231232,8890.16,8112.23,12236.9,12084.9,10248.3,10592.7
3231744,8845.63,7986.85,12237.7,12091.7,10258.7,10588.6
3232256,8863.52,7992.1,12217.9,12084.9,10297.6,10582.4
3232768,8972.46,7897.86,12231.1,12075.1,10254.8,10575.9
3233280,8856.96,8058.31,12241.5,12095.2,10256.4,10586.9
3233792,8878.97,8208.02,12231,12098.6,10250.7,10584.5
3234304,8965.24,7758.35,12228.3,12094.5,10254.8,10587.6
3234816,8806.52,8226.74,12237.2,12100.2,10269.8,10578.6
3235328,8938.77,8263.83,12236.1,12093.4,10263.8,10581.4
3235840,8965.12,8201,12170.8,12080.9,10248.7,10564.8
3236352,8891.73,7864.07,12172.8,12078.2,10236,10576
3236864,8516.28,7951.21,12209.7,12070.7,10254.4,10586.7
3237376,8521.2,7899.4,12210.9,12074.1,10252.2,10589.3
3237888,8890.62,7907.45,12219.4,12074.9,10222.4,10579.3
3238400,8310.67,7229.62,12198.5,11960.1,10240,10582.7
3238912,8643.57,7923.1,12215.1,12066.3,10240.8,10584.1
3239424,8761.84,7657.84,12204.7,12055.4,10176,10589.3
3239936,8064.28,7246.76,12216.3,12058.4,10224.2,10578.5
3240448,8118.44,7327.65,12199.3,12039.3,10187.8,10589.1
3240960,8657.76,7976.23,12208.6,11973.2,10242.4,10590.8
3241472,8716.75,7592.96,12185.5,12048.3,10255.7,10585.5
3241984,8779.12,7916.64,12216.3,12066,10230.1,10575.6
3242496,8543.73,7906.88,12217.8,12073.6,10273.9,10584.5
3243008,8226.16,7737.5,12214.7,12072.8,10203.1,10588.2
3243520,8805.09,7719.72,12203.2,12060.4,10236.6,10592.5
3244032,8717.34,8020.38,12210.5,12029.7,10254,10582.3
3244544,8817.7,7742.56,12218.2,12119.4,10246.4,10591.8
3245056,8821.31,8039.25,12225.5,12075.9,10222,10579.2
3245568,8278.81,7761.17,12212.4,11938.5,10197.2,10570.2
3246080,8716.17,8015.47,12215.9,12074.5,10216.6,10589
3246592,8465.09,7276.39,12207.8,12088.5,10234.4,10579.3
3247104,8376.11,7825.43,12264.3,12028.4,10254.2,10584.2
3247616,8625.29,7490.64,12183.2,12053.1,10256.6,10584.7
3248128,8845.59,7798.1,12224.8,12061.4,10247.6,10578
3248640,8829.24,7741.49,12228.6,12050.9,10226.2,10587.7
3249152,8739.57,7791.62,12210.1,12057.7,10244.4,10587.1
3249664,8476.25,7271.65,12189,12052.8,10242.7,10582.1
3250176,8739.76,7972.41,12225.9,12080.3,10224.3,10590.7
3250688,8894.83,8041.01,12215.9,12074.3,10226.5,10579.4
3251200,8810.08,8029.11,12211.3,12072.4,10253.5,10586.5
3251712,8705.8,7982.25,12200.9,12067.2,10238.1,10579.5
3252224,8669.98,8064.05,12220.5,12071.7,10244.6,10581.2
3252736,8878.63,7924.07,12227,12063.1,10236.4,10573.6
3253248,8677.17,7777.66,12221.6,12055.2,10255.6,10584.5
3253760,8769.78,7491.04,12218.2,12086.5,10245.9,10586.2
3254272,8781.08,7634.35,12212.8,12079.7,10243.2,10587.9
3254784,8815.39,7760.01,12197.4,12061.7,10237.2,10580.6
3255296,8748,7946.38,12221.3,12046.4,10237.7,10576.2
3255808,8548.2,6588.17,12076.7,12057.2,10229.4,10592.9
3256320,7412.47,6891.73,12208.6,12017.3,10235,10588.8
3256832,8281.49,7389.93,12190.9,12058.8,10228.5,10577.7
3257344,8605.11,7633.89,12202.8,12061.1,10220.2,10587.7
3257856,8350.89,7544.62,12220.9,12083.2,10252.8,10594
3258368,8749.36,7793.34,12195.2,12063.3,10246.3,10582.7
3258880,8535.03,7603.71,12215.5,12070.9,10248.7,10586.4
3259392,8802.47,7360.43,12169.6,12075,10246.6,10586
3259904,8676.67,7821.96,12229.7,12068.7,10242.8,10585.1
3260416,8824.63,8029.08,12172.6,12063.4,10250.9,10596
3260928,8907.72,8080.42,12223.5,12069.8,10254.9,10583.2
3261440,8662.97,8026.13,12212.8,12067.6,10245.4,10592.7
3261952,8577.75,7581.79,12218.5,12083,10246.8,10592
3262464,8919.07,7718.89,12220.1,12052.7,10220.6,10586.5
3262976,8616.55,7920.85,12218.5,12067.3,10257.8,10586.1
3263488,8812.73,7748.37,12221.2,12066.9,10232.2,10580.6
3264000,8819.11,7633.44,12212.4,12073.3,10263.5,10590.9
3264512,8714.43,7787.25,12225.4,12082.3,10247,10574.7
3265024,8677.32,8047.58,12216.6,12086.5,10247.2,10577
3265536,8817.26,7907.58,12216.6,12067.4,10242.1,10578.3
3266048,8681.01,6859.83,12194.8,12068.5,10245.6,10589.2
3266560,8859.96,7952.87,12190.2,12053.2,10241.3,10581.6
3267072,8842.44,7934.99,12224.3,12073.1,10245.6,10583.3
3267584,8930.61,7911.09,12142,12073.5,10256.9,10593.6
3268096,8593.9,7473.81,12209.7,12055.6,10216.5,10586.6
3268608,8530.7,7538.76,12230.8,12067.9,10237.5,10579.4
3269120,8222.24,7674.01,12228.1,12064.6,10234,10587.6
3269632,8753.97,8066.11,12223.5,12088.5,10240.9,10582.4
3270144,8725.55,7257.81,12216.6,12044.8,10235.3,10593.2
3270656,8796.22,7962.52,12218.9,12041.9,10234.2,10585.7
3271168,8313.16,7391.22,12218.9,12058.3,10242.5,10572.4
3271680,8566.85,8027.31,12225,12083.7,10251.7,10589
3272192,8390.53,7958.13,12194.8,12048.7,10232.6,10581.5
3272704,8599,7317.17,12209.3,12042,10230.9,10583.1
3273216,8381.44,7790.24,12247.3,12124.3,10258.9,10584.8
3273728,8719.11,8070.87,12218.5,12079.3,10244.9,10586.4
3274240,8420.96,7907.13,12189.5,12049.5,10239.8,10588.1
3274752,8590.56,7563.47,12191,12036.2,10240,10582.3
3275264,8120,7855.82,12194.8,12064.5,10254.8,10589.1
3275776,8534.46,7289.72,12203.2,12067.5,10247,10593.1
3276288,8517.74,7882.86,12225.4,12041.1,10215.4,10585.5
3276800,8145.83,7213.09,12244.5,12101.5,10248.1,10593.8
3277312,8846.66,7660.66,12214.3,12080.2,10249.4,10579.4
3277824,8882.63,7877.01,11610.4,12009.3,10142.4,10587.1
3278336,8376.19,7799.32,12245.3,12068.3,10247.5,10592.2
3278848,8749.76,7506.03,12214.3,12060.5,10233.2,10590.4
3279360,8712.51,7953.98,12182.7,12076.2,10249.1,10586.3
3279872,8853.77,8114.54,12229.2,12032,10221.7,10587.9
3280384,8823.98,7906.11,12217.7,12078.5,10254.1,10589.6
3280896,8812.83,7825.4,12207,12077.4,10291.1,10582.1
3281408,8892.95,8085.96,12202.8,12071.8,10249,10594.3
3281920,8801.1,8041.01,12225.3,12044.3,10236.7,10585.4
3282432,8699.92,7642.66,12196.4,12084.9,10254.4,10596.2
3282944,8779.16,7978.09,12200.9,12056.2,10263.2,10585.5
3283456,8903.77,8065.66,12205.1,12071.5,10264.6,10595.8
3283968,8753.04,7985.14,12219.6,12083.4,10260.8,10574.8
3284480,8543.7,7513.44,12218.5,12083.5,10248.4,10592.2
3284992,8781.49,8040.11,12194.9,12051.1,10227.5,10586.1
3285504,8533.88,8031.96,12225.7,12079,10250,10589.8
3286016,8882.42,7897.02,12229.5,12077.2,10233.4,10596
3286528,8791.11,7452.77,12231.4,12079.4,10252.9,10590.8
3287040,8552.59,7587.44,12206.3,12066.8,10246.2,10592.7
3287552,8870.48,7891.96,12228.7,12080.2,10251.6,10594.4
3288064,8949.04,7729.6,12224.2,12075,10222.7,10580.9
3288576,8669.94,7452.45,12132.2,12087,10256.4,10597.7
3289088,8480.92,7625.24,12172.2,12066.9,10250.7,10590.7
3289600,8646.25,8020.92,12232.2,12066.2,10234.4,10583.5
3290112,8885.43,7848.32,12191.9,12059.9,10241.6,10596
3290624,8848.53,8080.77,12178.2,12085.2,10241.8,10592.2
3291136,8842.72,7867.77,12224.9,12053.3,10227.2,10594.7
3291648,8959.61,7975.18,12201.7,12069.6,10264.1,10587.5
3292160,8842.88,7614.15,12202.9,12079.7,10236.7,10581.8
3292672,8795.51,8129.17,12228.7,12071.1,10236.2,10591.4
3293184,8739.3,7951.75,12219.2,12084.9,10254.9,10591.9
3293696,8878.22,7895.42,12222.2,12084.6,10298.7,10577.6
3294208,8865.17,7688.09,12234,12085.7,10245,10593.8
3294720,8761.52,8081.51,12219.2,12079,10252.7,10596
3295232,8707.13,7838.26,12203.2,12060.1,10235.6,10575.4
3295744,8599.46,8122.96,12227.5,11899.1,10251.6,10584.1
3296256,8766.19,7917.48,12226.4,12080.9,10246.5,10593.8
3296768,8830.59,7561.14,12224.9,12056.1,10241.7,10588.9
3297280,8336.16,7790.13,12182.4,12053.6,10251.3,10589.1
3297792,8762.84,7932.99,12209.7,12082.8,10239.3,10590.7
3298304,8749.97,7867.86,12201.3,11952.5,10245.4,10594.9
3298816,8078.42,7599.17,12159.5,12066.6,10233.9,10585.7
3299328,8411.08,8076.69,12229.8,12075.5,10261.2,10595.7
3299840,8716.6,8044.57,12222.6,12057.7,10242.5,10589.9
3300352,8649.34,8018.44,12191.1,12059.6,10230.5,10598.9
3300864,8918.71,7906.56,12159.9,12067.4,10235,10596.9
3301376,8731.11,8095,12224.9,12087.8,10254.7,10586.3
3301888,8815.78,7731.9,12210.1,12081.1,10233.4,10594.7
3302400,8834.76,8013.29,12200.6,12053.4,10269.9,10598.9
3302912,9001.98,8019.75,12198.7,12057.1,10213.7,10585.5
3303424,8904.64,8123.75,12201.4,12083.4,10267.7,10593.1
3303936,8952.17,7712.01,12220.7,12077.5,10250.9,10583.1
3304448,8557.73,7566.96,12216.1,12076.8,10260.2,10593.8
3304960,8928.57,8106.62,12226.7,12082.4,10251.4,10594.6
3305472,7457,7414.91,12220.3,12065,10249.3,10585.4
3305984,8509.02,7749.11,12226,12089.8,10252.4,10589.6
3306496,8650.8,7600.27,12209.7,9090.31,10235.1,10597
3307008,8453.44,8026.43,12214.2,12055.5,10249.5,10586.7
3307520,8509.12,6235.66,12163,12095.4,10241.5,10585.7
3308032,8671.38,8068.83,12229.7,12077.3,10239.9,10587.7
3308544,8289.39,7035.48,12198.7,12070.7,10247.9,10578.2
3309056,8576,6696.15,12203.6,12048.2,10221.8,10590.4
3309568,8743.85,7922.47,12222.5,12081.8,10263.8,10594.6
3310080,8870.43,7744.85,12223.3,12074.8,10248.6,10591.7
3310592,8444.49,7913.01,12247.6,12073.3,10255.3,10586.5
3311104,8490.49,7616.73,12218,11985,10223.4,10596.9
3311616,8837.2,7268.79,12201.7,12081.1,10263.2,10597.4
3312128,8928.3,7830.64,12229.7,12070.4,10236.9,10591.1
3312640,8378.9,7705.17,12267.7,12076.7,10249.4,10592.7
3313152,8615.08,7570.03,12205.9,12051.3,10259.7,10594.4
3313664,8447.81,7956.56,12196.9,12070.1,10248.8,10590.3
3314176,8868.65,8171.6,12226.3,12093.8,10257,10597.7
3314688,8597.14,7770.42,12128,12076.8,10252.2,10596.4
3315200,8217.3,7823.16,12226.3,12051.4,10263.9,10595.2
3315712,8881.53,7796.74,12212.3,12083.5,10209.8,10593.5
3316224,8767.26,8116.38,12229.7,12089.4,10245.6,10594.8
3316736,8704.91,8069.92,12217.6,12093.5,10260.7,10597.9
3317248,8359.51,7881.82,12207.4,12060,10253.2,10599.8
3317760,8973.92,8107.16,12224.8,12091.3,10261.5,10590.9
3318272,8609.8,7623.66,12201.8,12077.7,10301.3,10590.6
3318784,8921.03,7872.29,12227,12088.8,10261.7,10594.2
3319296,8867.42,8049.04,12192,12056,10241.8,10586.8
3319808,8748.61,8176.52,12224,12077.4,10251.3,10596.9
3320320,7378.38,7846.89,12180.7,12067.1,10254.8,10591.4
3320832,8381.66,7738.87,12173.6,12048.8,10184.8,10598.8
3321344,8257.08,7470.19,12210,12076,10248.1,10596.1
3321856,8550.25,7861.43,12213.1,12080.8,10239.6,10594.9
3322368,8399.94,7914.81,12219.8,12082.3,10248.3,10595.4
3322880,8893.74,7688.93,12230.8,12088.6,10258.1,10589.1
3323392,8940.67,8019.98,12237.2,12077.2,10262.9,10599.8
3323904,8971.21,8015.22,12223.2,12098.9,10252.3,10590.1
3324416,8983.16,7908.78,12228.1,12086,10251.2,10595.4
3324928,8946.83,8150.4,12202.9,12091.2,10260.7,10595.7
3325440,8946.79,7903.81,12240.2,12077.6,10263.1,10606.1
3325952,8943.73,8168.54,12222.8,12086.8,10262,10598.6
3326464,8958.04,7834.85,12243.6,12093.9,10240,10590.9
3326976,9013.37,8125.85,12231.9,12087.2,10244,10598.5
3327488,8494.86,7904.89,12200.6,12087.6,10245.8,10586.3
3328000,8685.33,7838.16,12233,12080.3,10263.6,10602.9
3328512,8949.8,7668.62,12219.8,12096.1,10238.9,10588.7
3329024,8446.86,7267.66,12228.8,12058.7,10240.8,10601.3
3329536,8777.15,8162.54,12222.1,12087.7,10260.6,10592.2
3330048,8976.81,7974.54,12235.6,12089.2,10263.8,10588.2
3330560,8809.46,7541.29,12226.2,12093.6,10260.3,10586.4
3331072,8856.41,7445.01,12211.5,12072.7,10260.8,10600.2
3331584,8717.01,7943.12,12231.1,12096.6,10273.6,10598.2
3332096,8572.16,7625.59,12234.9,12075.3,10259,10593.9
3332608,8942.06,7976.67,12232.6,12081.2,10261.3,10587.3
3333120,8955.73,7903.94,12239,12037.3,10265.8,10601.4
3333632,8703.84,7990.03,12235.6,12086.7,10262.4,10597.3
3334144,8917.08,8051.8,12189.1,12090.4,10265.8,10599
3334656,9062.4,7852.75,12229.6,12091.2,10262.3,10595.8
3335168,9082.21,7967.12,12229.9,12019.6,10263.4,10594.9
3335680,8958.17,7936.53,11543,12089.4,10259.1,10591.1
3336192,8991.55,7407.43,12231.8,12079.9,10256.5,10595.3
3336704,9067.34,8109.4,12268.4,12073.3,10263.3,10596.9
3337216,9086.13,7984.17,12234.4,12057.9,10238.5,10598.5
3337728,8723.32,7769.89,12189.8,12094.6,10261.2,10594.5
3338240,8946.9,8083.96,12203.7,12096.1,10249,10600.4
3338752,8988.69,7998.12,12222.8,12087.7,10261.4,10600.6
3339264,9047.49,8054.86,12202.9,12059.1,10254,10592.6
3339776,8920.33,8174.36,12235.2,12093.2,10264.8,10596.2
3340288,8999.94,8040.74,12217.1,12094.3,10261.9,10595.6
3340800,8968.48,7436.08,12222,12062.5,10223.4,10591.9
3341312,8740.35,7812.71,12201.4,12066.1,10241.6,10585
3341824,9071.33,7979.18,12236.7,12086.7,10274.3,10588.6
3342336,8992.65,8086.98,12187.6,12088.5,10256.1,10599
3342848,8951,7850.8,12233.3,12093.3,10263.7,10598.4
3343360,8739.96,7657.24,12220.1,12075.7,10262.1,10589.3
3343872,8877.96,8150.25,12238.9,12071.4,10253.6,10595.4
3344384,7441.42,7565.98,12226.5,12059.3,10266,10595.9
3344896,8303.51,7978.2,12215.3,12061.9,10261.8,10596.1
3345408,8715.69,7659.58,12197.3,12089.4,10257.8,10606.5
3345920,8461.28,5038.14,12194.7,12062.7,10239.6,10590.1
3346432,8800.09,8174.04,12243.7,12086.1,10269.9,10591.7
3346944,8388.95,7968.9,12210,12050.3,10239.9,10595.3
3347456,6648.58,7599.46,12221.2,12083.9,10263.8,10597.5
3347968,8554.29,8151.07,12219.4,12088.7,10262.8,10604.2
3348480,8357.48,7789.59,12220.1,12077.8,10264.3,10598.2
3348992,8884.43,7670.44,12229.1,12051.5,10255.6,10591.1
3349504,8689.14,8076.13,12221.6,12072,10263.8,10600.6
3350016,8931.67,8067.57,12230.2,12090.2,10265.4,10594
3350528,8522.83,7376.07,12234.7,12092.8,10266.1,10595.7
3351040,8853.42,8037.08,12235.4,12038.9,10261.4,10596.2
3351552,8984.4,8119.83,12234.3,12082.6,10265,10593.3
3352064,8979.71,7939.23,12219,12094.3,10250.3,10597.1
3352576,8383.15,6237.35,11966.5,12068.1,10251.1,10593.1
3353088,8928.88,7371.09,12232.8,12106.8,10253.7,10594.8
3353600,8504.15,7470.85,12206.7,12049.9,10242.6,10596.4
3354112,8862.71,7459.31,12188.4,11959.8,10267.6,10598
3354624,8795.44,8157.28,12227.9,12092.6,10259.7,10588.7
3355136,9028.93,7805.23,12254.9,12049.3,10264.9,10593.4
3355648,8831.93,8211.86,12235.8,12068.9,10252.6,10600.6
3356160,8943.25,8121.58,12233.5,12098.9,10258.1,10604.5
3356672,8916.52,7917.58,12222.3,12090.8,10256.7,10593.5
3357184,8899.83,7646.45,12237.6,12098.9,10251.7,10599.8
3357696,8976.04,8148.62,12229,12083.6,10273,10592.5
3358208,8719.12,8146.72,12235.4,12082.9,10273.6,10599.7
3358720,8698.28,8123,12216.7,12082.2,10272.2,10593.5
3359232,8693,8101.06,12218.2,12101.5,10265.4,10590.9
3359744,8991.6,7846.57,12237.6,12088.4,10272.7,10588.9
3360256,8423.73,7668.54,12217.5,12097.9,10273.5,10608.4
3360768,8742.52,8143.98,12241,12085.1,10232,10600.2
3361280,8876.93,8040.93,12210,12053.2,10243.8,10594
3361792,9061.36,7914.46,12233.9,12075.4,10267.9,10594.5
3362304,8569.79,8180.79,12237.6,12085.6,10272.4,10599.2
3362816,8824.3,8193.74,12236.5,12104.9,10275.8,10598.3
3363328,8726.14,7583.36,12215.6,12090.7,10263.1,10590.9
3363840,8935.76,7996.19,12227.9,12073.6,10248.2,10603.4
3364352,8822.11,7937.58,12242.8,12103.1,10260.5,10600.9
3364864,9057.15,7722.07,12238.3,11992.1,10267.3,10597.1
3365376,8508.13,7763.75,12220.4,12074.4,10231.9,10589.8
3365888,8900.93,8024.9,12204.8,12068.2,10259.9,10598.7
3366400,9012.45,7690.66,12220.4,12078.8,10225.9,10600.9
3366912,8981.34,7272.07,12225.3,12090.1,10272,10602.5
3367424,9042.19,8124.93,12168.5,12061.4,10262.8,10595.1
3367936,8944.24,8097.48,12237.2,12080,10259.9,10597
3368448,8895.86,8171.72,12231.9,12095.3,10263.3,10589.4
3368960,8971.15,8143.8,12236.8,12100,10273,10600
3369472,9126.43,8116.89,12233.1,12088.7,10259.3,10597.9
3369984,9096.81,8039.49,12222.6,12071.3,10247.5,10603.2
3370496,8933.13,8017.77,12242.7,12099.3,10259.5,10604.5
3371008,8785.65,7763.67,12229.3,12104.1,10276.6,10592.1
3371520,8889.99,8168.7,12245.7,12097.2,10266.9,10590.1
3372032,8973.71,7827.12,12194.8,12067.8,10247.2,10594
3372544,9109.29,8230.23,12252,12085.2,10275,10594.5
3373056,8807.35,7974.69,12244.2,12092.5,10277.3,10595.5
3373568,9111.44,8179.65,12242.7,12081.2,10277.8,10588.2
3374080,8833.82,7596.25,12206.3,12084.5,10247.2,10594.8
3374592,8828.57,8121.18,12228.6,12075.8,10246.6,10599.8
3375104,8413.18,7951.14,12255,12075.5,10276.2,10607.5
3375616,8717.8,7975.83,12241.2,12095.9,10268.3,10601.9
3376128,8663.38,7662.51,12221.5,12082.4,10262.5,10595.9
3376640,8934.52,8209.64,12247.5,12057.8,10262.3,10589.2
3377152,8888.13,8152.69,12242.7,12095.5,10270.4,10598.9
3377664,8968.28,8073.32,12242.7,12087.2,10276.1,10593.8
3378176,8940.37,7987.58,12232.6,12089,10276.9,10604.3
3378688,9118.04,7791.45,12204.8,12070.2,10251,10603.7
3379200,9011.9,8139.17,12237.4,12074.6,10261.7,10596.1
3379712,9110.28,7936.9,12243,12064.1,10273.4,10605.8
3380224,8966.09,7636.04,12215.5,12094.9,10270.8,10601.3
3380736,9101.31,8031.87,12241.5,12066.7,10250.4,10600.6
3381248,9058.71,8092.92,12270.2,12089.1,10279.4,10600.9
3381760,8987.76,8232.83,12242.2,12093.5,10270.8,10604.4
3382272,9074.3,7752.77,12238.2,12092.1,10252.7,10595.7
3382784,8761.36,8100.67,12212.6,12079.4,10269.9,10598.7
3383296,8933.69,8244.32,12214.4,12129.2,10275.2,10599.7
3383808,9147.59,8151.09,12241.9,12102.7,10278.3,10593
3384320,8772.2,7780.5,12237,12084.5,10269.1,10606
3384832,8702.01,7800.94,12213.3,12081.3,10232.1,10601.8
3385344,8591.23,7681.67,12231.8,12094.7,10255.2,10599.2
3385856,8193.28,7653.84,12232.9,12082.4,10244.8,10601.1
3386368,8214.86,7900.09,12234,12075.9,10222,10601
3386880,8633.36,7758.56,12231.8,12099.5,10281.3,10600.7
3387392,9034.96,8175.75,12242.9,12097,10265.4,10595.6
3387904,8953.79,8053.88,12211.1,12112.2,10272.1,10597.5
3388416,9057.15,8194.98,12236.6,12094.1,10259.3,10591
3388928,9056.69,7954.94,12234.4,12080,10266.6,10598.7
3389440,8895.33,8235.89,12242.2,12088.7,10272.1,10600.9
3389952,9091.22,8165.73,12211.5,12069.2,10273.1,10609.7
3390464,9023.17,8186.98,12176.1,12086.6,10268.1,10599.4
3390976,8240.97,7370.11,12172.5,12095.6,10262.7,10597.6
3391488,8696.05,7896.89,12228.4,12101.4,10272,10593.4
3392000,8720.81,7580.76,12149.4,12076.9,10276.7,10597.5
3392512,8555.51,8273.37,12245.8,11951.3,10260.5,10602.4
3393024,8613.1,8255.2,12238.1,12095.3,10273.6,10595.1
3393536,8794.75,8161.5,12215.1,12062.2,10233.8,10597
3394048,3241.07,5066.27,12183.5,12029.6,10260.8,10589.5
3394560,8608.94,6865.56,12221.8,12078.8,10230.1,10600.8
3395072,8887.22,7579.67,12218.5,12088.9,10231.4,10601.5
3395584,8407.8,7519.55,12229.2,12060.5,10272.2,10603.1
3396096,9076.25,7957.04,12228.8,12075.2,10230.6,10604.7
3396608,8780.38,8259.54,12244.3,12098.7,10275,10603.6
3397120,9061.52,8246.15,12244.3,12102.3,10283.3,10605.7
3397632,8787.03,7624.08,12246.5,12056.6,10258.8,10605.9
3398144,8920.14,8276.44,12252.1,12087.6,10262.7,10602.2
3398656,8898.56,8098.49,12242.8,12031.9,10263.8,10595
3399168,8841.83,7561.34,12219.2,12059.5,10263.5,10596.6
3399680,8858.44,8093.33,12225.8,12100.2,10253.9,10598.2
3400192,8723.81,8173.05,12241.7,12093.4,10279.8,10594.5
3400704,8977.67,7990.29,12228.4,12086.2,10280.9,10601.1
3401216,8720.43,8103.78,12217.7,12059.6,10257.2,10602.9
3401728,8494.83,7587.85,12224,12084.8,10265.2,10602.9
3402240,8805.06,8183.92,12193.1,12086.3,10271.5,10606.1
3402752,8821.9,7687.96,12232.8,12000.1,10283.2,10599.7
3403264,8737.15,7601.8,12230.2,12091,10274.3,10600.7
3403776,9000.73,7769.49,12245.7,12110.5,10279.2,10600.7
3404288,8916.24,8097.35,12231.3,12103.3,10278.7,10603.6
3404800,8346.71,7695.35,12226.5,12097.9,10228.9,10605.2
3405312,8963.23,8189.32,12227.6,12068.8,10281.2,10604.9
3405824,9041.04,8174.07,12246.4,12091.4,10269.5,10590.7
3406336,8957.82,8033.45,12239.4,12096.1,10282.8,10601.2
3406848,8907.1,7700.42,12233.9,12081,10279.1,10604.4
3407360,8965.65,8065.71,12216.6,12105.2,10280.4,10604.9
3407872,9116.92,7475.39,12208.5,12082.5,10277,10603.7
3408384,9020.11,8072.46,12245.7,12110.6,10274.1,10591.5
3408896,9167.39,8080.09,12220.2,12097.3,10271.8,10607.5
3409408,8950.1,8161.47,12227.6,12095.5,10264.5,10610.7
3409920,9111.77,8224.3,12245.6,12092.6,10281.4,10594.3
3410432,8862.24,7863.43,12254.1,12102.7,10269.9,10596.2
3410944,9139.29,8217.79,12244.2,12074.4,10279.5,10601.4
3411456,9117.3,7905.55,12226.1,12181.4,10264.2,10599.4
3411968,9173.38,8253.45,12254.5,12066.5,10252.8,10606.5
3412480,8740.1,8142.5,12232.7,12102.1,10273.7,10602.6
3412992,9104.26,8166.93,12235.7,12104.3,10276.6,10604.2
3413504,8944.11,8166.36,12229,12087.7,10267.8,10604.1
3414016,8656.62,8090.94,12218.4,12079.1,10228.3,10598.5
3414528,8926.59,7902.99,12238.2,12096.4,10279.9,10600.1
3415040,9031.31,8288.13,12245.6,12099.3,10261.8,10610.2
3415552,8773.61,8118.31,12249.3,12099.7,10271.6,10602.4
3416064,8840.45,8193.69,12215.5,12072.4,10278,10606.5
3416576,9203.2,8173.71,12238.2,12102.6,10276,10603.1
3417088,9029.72,7979.72,12254.8,12060.3,10259.4,10600.3
3417600,8715.95,7828.33,12229,12104,10275.9,10600.8
3418112,9103.86,7943.67,12216.5,12101.5,10279.3,10594.7
3418624,8837.1,7823.76,12229.4,12054.7,10273.8,10600.9
3419136,9083.45,7739.94,12245.5,12096.9,10268.4,10590.7
3419648,9110.8,8261.97,12249.6,12019.2,10275.9,10598.3
3420160,9019.24,8358.07,12218.4,12106.3,10282.8,10609
3420672,8705.35,7693.74,12242.6,12090.1,10279.7,10601.5
3421184,8972.92,8170.14,12223.9,12076.2,10270.1,10603.1
3421696,8991.67,8004.91,12230.8,12095.5,10270.9,10601.4
3422208,8804.93,8204.96,12245.1,12098.1,10273.5,10587.8
3422720,9098.04,8263.53,12251.4,12104.5,10273.4,10607.8
3423232,9007.42,8154.45,12208.5,12085.9,10249.2,10607.2
3423744,9171.94,7571.23,12221.7,12088.8,10269.8,10595.6
3424256,8819.53,7863.67,12242.5,12103.2,10251.2,10603.8
3424768,7042.8,8070.06,12244.7,12106.8,10273.1,10596.6
3425280,8851.04,8122.64,12231.9,12098.9,10278,10598.4
3425792,9071.22,7848.6,12237.8,12093.5,10277,10603.3
3426304,9110.42,8115.71,12205.2,12087.8,10256.8,10601.3
3426816,9117.06,7800.58,12235.2,12081.8,10271.5,10601.8
3427328,9078.71,7950.99,12238.5,12101.5,10268.9,10602.8
3427840,9072.81,7620,12230.8,12087.2,10270.5,10599.5
3428352,9108.55,8141.26,12245.4,12101.8,10273.5,10599.1
3428864,9173.7,8118.71,12181.6,12102.6,10263.2,10594.4
3429376,9052.76,8195.94,12264.2,12089,10287.2,10607.2
3429888,8982.7,8185.68,12232.6,12094,10269.4,10594.8
3430400,8854.29,8319.31,12245.4,12100.8,10279.7,10604.4
3430912,9167.65,8099.74,12250.5,12070.8,10271.7,10598
3431424,8851.95,8241.48,12245,12099.8,10279.4,10608.3
3431936,8815.12,8137.45,12250.9,12083.4,10246.9,10600.3
3432448,9135.92,8297.43,12243.2,12111.3,10276,10601.1
3432960,9180.95,8140.85,12230.7,12090.5,10255.6,10597.4
3433472,8832.77,8102.9,12255.6,12100.9,10279.8,10597.9
