DataSize(Bytes),Pageable_H2D(MB/s),Pageable_D2H(MB/s),Pinned_H2D(MB/s),Pinned_D2H(MB/s),Mapped_H2D(MB/s),Mapped_D2H(MB/s)
1033216,9661.83,6148.61,10994.3,11104.3,9200.64,10102.4
1033728,9799.6,6626.69,11172.3,11098.8,9245.95,10100.8
1034240,9767.95,6672.67,11198.1,10989.5,9204.94,10110.8
1034752,9803.07,6412.56,11219.9,11127.8,9188.92,10107.5
1035264,9725.99,6600.69,11141.4,11085.3,9143.06,10122.5
1035776,9763.89,6110.16,11063,11132.8,9208.3,10116.7
1036288,9709.59,6714.6,11226.4,11122.3,9233.51,10102.6
1036800,9786.7,6637.46,11189.2,11123.8,9246.37,10090.3
1037312,9782.23,5978.4,11224.2,11130.3,9228.84,10112.6
1037824,9773.92,6379.86,11090.8,11129.7,9212.77,10118.4
1038336,9800.42,6718.37,11242.4,11072.5,9233.13,10125.1
1038848,9742.77,5869.49,11228.6,11075,9208.83,10124.3
1039360,9718.52,5690.07,11221.9,10982.2,9239.48,10109.4
1039872,9789.34,6751.03,11246.8,11120.7,9256.45,10108.7
1040384,9455.17,6324.82,11180.3,11010.6,9215.59,10119.4
1040896,9642.87,6543.5,11179.8,11051.3,9223.55,10098.8
1041408,9808.45,6732.4,11232.9,11138.1,9251.47,10121.1
1041920,9715.02,6556.86,11198.9,11120.7,9215.5,10101.4
1042432,9748.77,6776.14,11352.8,11149.1,9209.1,10106.3
1042944,9772.73,6704.88,11224,11137.6,9249.95,10118.7
1043456,9476.58,6739.06,11205.3,11122.1,9257.94,10122.9
1043968,9757.78,6756.28,11245.2,11122.6,9250.78,10127.8
1044480,9738.13,6334.22,11196.1,11077.6,9248.44,10104.8
1044992,9784.22,6715.51,11244,11152.4,9179.33,10111.4
1045504,9771.37,6720.25,11245.5,11134,9260.26,10109.8
1046016,9679.77,6234.12,11190.4,11225.7,9230.5,10141.1
1046528,9738.94,6687.53,11259.6,11112.1,9265.88,10100.1
1047040,9779.59,6683.99,11249.8,11120.5,9256.67,10111.5
1047552,9789.74,6737.41,11252.3,11152.8,9308.83,10090.3
1048064,9581.94,6698.42,11240.6,11073.2,9263.66,10115.7
1048576,9729.14,6545.19,11233.9,11115.1,9218.97,10119.8
1049088,7741.8,6688.83,11232.4,11104.7,9143.89,10079.9
1049600,7267.78,6391.61,11112.1,11094.3,9253.22,10103.5
1050112,7646.17,6550.32,11248.4,11132.3,9265.27,10119.1
1050624,7584.58,6729.58,11324.1,11097.3,9260.88,10123.2
1051136,7615.48,6359.06,11243.2,11261.4,9242.16,10092.2
1051648,7675.64,6391.02,11210.4,11008.6,9253.49,10123.2
1052160,7754.39,5954.01,11237,11245,9269.62,10102.1
1052672,7746.67,6732.56,11253.5,11117,9257.03,10107
1053184,7729.92,6730.78,11227.8,11029.5,9264.95,10107
1053696,7662.44,6129.13,11258.4,11167.3,9229.95,10120.1
1054208,7768.04,6689.99,11124.3,11160.9,9251.43,10097.3
1054720,7697.12,6566,11230.1,11130.7,9242.99,10147.1
1055232,7379.21,6578.81,11262.7,11144,9269.97,10082.8
1055744,7680.14,6764.55,11252.1,11150.4,9252.65,10133.2
1056256,7795.18,6342.07,11208.4,11121.3,9146.18,10117.8
1056768,7650.24,6726.64,11252.9,11155.3,9264.34,10099.9
1057280,7450.35,6314.83,11203.3,11150.8,9257.26,10120.2
1057792,7517.5,6708.8,11257.8,11137.5,9227.18,10113.8
1058304,7144.62,5722.82,10988.6,11126.2,9224.9,10108.9
1058816,7727.01,6435.89,11237.6,11178.9,9261.87,10113.8
1059328,7769.75,6149.89,11231,11097.8,9265.66,10119.5
1059840,7774.94,6680.21,11189.7,11146.3,9222.77,10103.4
1060352,7665.48,6625.28,11410.3,11143.8,9250.19,10126.1
1060864,7537.99,6092.64,11237.3,11128.5,9253.98,10111.5
1061376,7778.07,6719.73,11260.8,11163.4,9294.49,10133.4
1061888,7784.22,6445.69,11251.2,11151.1,9264.26,10134.2
1062400,7806.69,6298.39,11226.7,11147.6,9253.16,10122.1
1062912,7817.2,6547.25,11259,11175.6,9265.06,10116.5
1063424,7725.17,6326.48,11232.5,11179,9266.81,10131.9
1063936,7732.19,6704.96,11215.1,11150,9265.86,10118.2
1064448,7784.31,6754.97,11128.9,11151.4,9283.88,10121.4
1064960,7846.3,6766.14,11265.7,11126.5,9274.1,10127.9
1065472,7681.53,6606.38,11228.3,11147.5,9184.62,10125.5
1065984,7367.96,6210.3,11166.5,11296.6,9292.52,10127.1
1066496,7694.03,6795.82,11178.8,11129.8,9257.72,10112.6
1067008,7678.21,6780.96,11296.4,11156.7,9299.41,10114.3
1067520,7821.65,6483.84,11277.8,11180.7,9278.77,10142.5
1068032,7887.95,6411.49,11177.2,11075.1,9277.81,10145
1068544,7887.82,6576.51,11264.6,11167.8,9272.12,10132.1
1069056,7671.19,6220.3,11285,11107,9257.02,10133.7
1069568,7613.45,6771.24,11272.4,11189.3,9291.83,10138.6
1070080,7838,6747.25,11285.8,11097.3,9309.84,10142.6
1070592,7840.31,6324.31,11216.8,11148.2,9248.82,10137.8
1071104,7693.29,6534.24,11259.7,11148.7,9259.29,10151.5
1071616,7816.12,6669.1,11257.2,11164.7,9298.78,10132.2
1072128,7856.38,6778.45,11245.7,11126.3,9281.6,10158
1072640,7847.11,6650.13,11264,11172.4,9283.33,10124.2
1073152,7840.75,6722.17,11221.9,11092.5,9250.16,10121
1073664,7693.14,6121.03,11225.3,11176.3,9299.62,10125
1074176,7857.86,6312.63,11261.3,11169.9,9310.15,10133.9
1074688,7648.98,6365.85,11258.7,11157.7,9257.37,10135.5
1075200,7591.89,6874.8,11410.5,11138.8,9283.92,10145.2
1075712,7854.64,6538.26,11270.4,11166.4,9292.38,10110
1076224,7866.57,6854.15,11294.6,11147.4,9310.3,10122.8
1076736,7644.39,5249.13,11292.1,11049.1,9270.33,10126.8
1077248,7711.4,6289.45,11273.6,11165.8,9293.53,10131.6
1077760,7819.78,6577.54,11283.9,11182.8,9249.75,10138.8
1078272,7843.07,6775.96,11264.6,11115.5,9296.31,10169.3
1078784,7805.83,6565.63,11244.3,11144.9,9304.76,10122.9
1079296,7827.11,6811.12,11283.2,11160.8,9284.32,10142.9
1079808,7874.42,6418.19,11291.5,11190.4,9304.17,10156.5
1080320,7875.75,6350.3,11273.1,11197.7,9318.01,10134.1
1080832,7886.23,6187.04,11275.5,11183.5,9293.51,10139.7
1081344,7908.36,6348.19,11260.2,11204.4,9290.54,10146.9
1081856,7529.18,6383.25,11287.2,11197,9280.89,10150.1
1082368,7261.02,6385.01,11226.7,11164.5,9295.32,10131
1082880,7887.65,6841.35,11287,11188.2,9297.71,10152.5
1083392,7799.88,6371.5,11273.6,11183.8,9307.46,10133.4
1083904,7641.12,6784.18,11250.5,11161,9219.51,10145.4
1084416,7892.09,6859.41,11260.7,11186.6,9293.49,10150.2
1084928,7970.76,6673.9,11294.5,11240.5,9277.2,10145.4
1085440,8076.05,6796.65,11305.8,11180.7,9311.64,10134.3
1085952,7905.2,6594.11,11281.5,11173.4,9314.69,10116.1
1086464,7914.73,6139.97,11271.1,11048.1,9311.04,10143.8
1086976,7873.71,6383.76,11257.8,11175.3,9274.76,10148.6
1087488,7844.05,6768.23,11279.8,11171.9,9305.1,10150.2
1088000,7220.38,6703.87,11266.5,11187.8,9267.57,10117.8
1088512,7817.85,6808.01,11272.8,11193,9317.21,10137.6
1089024,7886.15,6782.04,11190.6,11163.6,9282.27,10142.3
1089536,7831.34,6397.54,11272.6,11185.2,9301.93,10147.1
1090048,7934.53,6836.63,11287.7,11218.5,9314.3,10151.9
1090560,7947.48,6546.4,11265.6,11179.4,9233.3,10141.6
1091072,7930.85,6652.65,11290.4,11204.9,9295.73,10161.4
1091584,7952.03,6849.15,11297.7,11076.5,9298.77,10140.8
1092096,7767.32,6416.99,11210.5,11182.6,9299.14,10145.6
1092608,7687.94,6842.61,11258.5,11162,9283.61,10149.5
1093120,7924.96,6881.6,11297.9,11299.9,9335.2,10148.8
1093632,7922.4,6413.69,11261.2,11031.6,9418.52,10115.7
1094144,7900.19,6813.57,11296.7,11203.6,9327.24,10139.3
1094656,7923.56,6839.62,11326.5,11186.7,9331.6,10144.1
1095168,7838.27,6720.94,11276.1,11192.9,9294.76,10144.9
1095680,7958.04,6813.17,11274.5,11181.9,9291.17,10137.8
1096192,7822.12,6518.17,11273,11163.2,9268.48,10140.2
1096704,7812.21,6868.98,11320.2,11180.8,9325.06,10137.8
1097216,7948.85,6880.5,11300.1,11178.4,9315.46,10144.1
1097728,7869.82,6852.71,11248,11131.3,9311.85,10144.1
1098240,7949.99,6895.99,11310.6,11175.5,9316.85,10135.5
1098752,8020.91,6901.75,11293.5,11201.7,9310.59,10162.3
1099264,7991.37,6746.07,11293.8,11199.3,9316.92,10136.3
1099776,7903.04,6676.69,11334.3,11073.9,9337.19,10145.8
1100288,7964.33,6794.68,11283.9,11137.3,9312.36,10162.3
1100800,7957.41,6377.91,11282.4,11160.5,9305.46,10174.1
1101312,7881.77,6821.86,11333.4,11183.8,9313.09,10157.6
1101824,7986.6,6864.62,11317.2,11191.9,9239.42,10142.7
1102336,7393.31,6919.16,11303,11194.2,9307.88,10160.7
1102848,7832.11,6234.63,11259.8,11201.3,9294.43,10144.3
1103360,7906.39,6484.46,11205.6,11095,9292.83,10146.6
1103872,7995.61,6449.95,11321.7,11225.1,9316.23,10149.8
1104384,7989.61,6905.83,11322.1,11189.3,9319.23,10133.4
1104896,7670.27,6859.38,11329.3,11197.3,9331.48,10163.1
1105408,7756.03,6129.35,11295.6,11232.1,9226,10147.5
1105920,7877.86,6816.04,11289.3,11212.4,9328.89,10147.5
1106432,7706.96,6922.27,11327.5,11211.9,9349.09,10161.6
1106944,7982.46,6949.55,11317.2,11277.5,9338.19,10163.9
1107456,7988.57,6908.74,11316.6,11197.5,9228.87,10180.4
1107968,7966.71,7006.53,11336.4,11179,9323.74,10120.3
1108480,7962.23,6995.66,11317.3,11143.6,9335.96,10146
1108992,7284.27,6375.18,11259.9,11189.3,9307.39,10150.7
1109504,7936.58,6916.81,11304.5,11192.6,9345.24,10155.3
1110016,7946.92,6871.13,11289.5,11189.3,9313.36,10166.3
1110528,7415.29,6329.68,11302.4,11168,9419.09,10162.4
1111040,7859.38,6930.37,11191.1,11209.1,9344.31,10170.2
1111552,7945.99,6973.7,11322.5,11191.5,9335.45,10142.2
1112064,7834.08,6887.74,11323.9,11170.2,9329.89,10178.8
1112576,7934.75,6937.77,11314.6,11184.8,9381.06,10158.5
1113088,7981.86,6957.34,11346.9,11144.8,9327.32,10163.2
1113600,7675.27,6361.48,11324,11194.2,9323.09,10150.7
1114112,7983.44,6739.01,11257.2,11161.7,9354.31,10167.9
1114624,7772.66,6545.49,11207.3,11210.1,9299.01,10171.7
1115136,8062.02,6951.19,11295.3,11206.8,9341.2,10141.5
1115648,7813.16,6941.32,11337.1,11224.2,9331.72,10145.4
1116160,7464.19,6827.62,11340.4,11208.5,9326.84,10147.7
1116672,7717.86,6977.55,11290.7,11202.4,9303.72,10166.3
1117184,7829.44,6547.3,11294.9,11294.9,9271.06,10156.2
1117696,7715.54,6198.64,11341.5,11160,9326.6,10155.5
1118208,8008.46,6976.91,11334.1,11239.5,9290.55,10157.8
1118720,7949.09,6702.95,11306.6,11080.2,9320.79,10164.8
1119232,8055.48,6935.38,11326.2,11126.9,9328.96,10166.3
1119744,8066.47,6629.45,11368.1,11196.4,9337.15,10149.3
1120256,7704.66,6242.17,11303,11174.4,9430.47,10129.3
1120768,7577.04,6760.75,11253.9,11171.1,9343.73,10158.6
1121280,8032.39,6831.94,11270.4,11169.6,9327.77,10147.8
1121792,7901.68,6861.72,11335.8,11220.7,9351.61,10167.9
1122304,8049.88,6635.05,11321.7,11231.5,9303.83,10169.4
1122816,8045.33,6813.1,11316.4,11257.4,9337.29,10167.9
1123328,7949.61,6814.47,11323.5,10990.7,9318.15,10147.9
1123840,7834.17,6743.45,11280.9,11163.4,9312.68,10176.4
1124352,8009.63,6449.49,11321.3,11188.1,9248.77,10184.9
1124864,7939.27,6957.26,11344.7,11186.6,9342.59,10146.4
1125376,7831.6,6920.93,11317.3,11167.5,9339.69,10154
1125888,7141.82,6571.82,11330.1,11082.2,9340.69,10155.6
1126400,8096.8,6924.01,11293.3,11002.7,9326.11,10155.6
1126912,8055.31,6764.27,11320.3,11217.3,9326.46,10169.4
1127424,8076.4,7008,11355.1,11235.5,9364.51,10186.4
1127936,8039.49,6939.89,11318.2,11193.8,9353.12,10194.1
1128448,8027.78,6617.87,11276.8,11210.1,9310.73,10185.6
1128960,7895.72,6465.96,11279.1,11179.8,9319.47,10155.6
1129472,8070.7,7005.39,11331.7,11222.2,9336.63,10146.5
1129984,7856.33,6716.76,11318.8,11234.7,9362.94,10188.7
1130496,8162.17,7024.17,11326.7,11253,9363.28,10172.5
1131008,8122.58,7028.44,11345.2,11222.5,9346.09,10152.6
1131520,7981.05,7058.49,11317,11232.2,9350.32,10158.7
1132032,7923.25,6997.24,11339.3,11216.8,9310.66,10162.6
1132544,8054.51,6971.12,11352,11213.4,9356.83,10142
1133056,8101.66,7059.57,11369.6,11225,9364.96,10129
1133568,8033.52,7042.89,11348.9,11219.8,9363.35,10175.6
1134080,8060.15,5948.03,11298.1,11172,9321.08,10149.6
1134592,8053.7,7011.61,11355.4,11255.2,9360.78,10181.7
1135104,8122.15,7037.39,11320.6,11125.1,9381.89,10164.9
1135616,7964.7,7029.6,11343.7,11240.1,9356.28,10169.5
1136128,7989.91,7008.75,11342.2,11218.2,9352.74,10155.7
1136640,8090.4,7074.88,11368.2,11235.3,9348.56,10154.2
1137152,8131.43,7026.7,11332.5,11243.2,9314.85,10183.2
1137664,7912.95,6482.8,11453.4,11095.5,9364.09,10163.4
1138176,8130.46,6321.34,11356,11233.7,9448.55,10143.6
1138688,8201.94,7014.01,11362,11250.9,9382.88,10172.5
1139200,8009.15,6455.45,11341.5,11216.9,9300.32,10177.1
1139712,7882.13,7068.9,11324.9,11250.8,9379,10158.8
1140224,8129.02,6983.06,11328.1,11219.6,9372.87,10185.5
1140736,7852.76,7089.27,11347.3,11241.3,9235.69,10166.4
1141248,7932.33,7110.61,11359.1,11253.8,9333.66,10122.6
1141760,8066.16,6710.14,11375.5,11216.2,9386.79,10169.5
1142272,8160.7,6032.4,11423.6,11191.7,9326.67,10180.1
1142784,8011.67,6391.6,11326.1,11254.1,9397.15,10160.4
1143296,8069.36,7091.13,11360.5,11248,9331.2,10155.8
1143808,8099.83,6571.52,11334.4,11246.5,9380.98,10170.2
1144320,8108.75,7034.89,11329.1,11231.2,9326.79,10172.5
1144832,8195.69,7118.43,11371,11237.1,9292.84,10153.6
1145344,8099.64,7083.19,11381.8,11237.5,9347.92,10156.6
1145856,8196.62,6619.98,11367,11218.5,9390.02,10162.7
1146368,8133.9,6905.74,11298.7,11140.3,9361.4,10143.8
1146880,8119.66,7025.27,11346,11259.1,9359.17,10172.5
1147392,8183.55,7087.77,11372.7,11260.4,9444.81,10155.2
1147904,7964.66,7122.3,11343.8,11250.6,9363.04,10163.5
1148416,8199.68,7134.76,11366.8,11248.2,9362.73,10168
1148928,8153.52,7095.42,11353,11227.4,9465.95,10146.9
1149440,8043.67,7051.46,11333.7,11225,9347.43,10155.9
1149952,8054.35,6481.25,11310.6,11276.2,9383.6,10185.4
1150464,8211.35,7068.65,11283.1,11244.2,9345.55,10156
1150976,7999.01,6530.25,11366.7,11233.6,9366.31,10184.6
1151488,8075.54,6674.84,11363.3,11272.7,9390.99,10161.2
1152000,7902.47,6834.33,11372.1,11254.6,9330.69,10145.5
1152512,8215.64,7046.01,11382.8,11265.2,9357.73,10177
1153024,8208,7117.77,11359.6,11249.9,9435.79,10178.6
1153536,8000.94,7174.42,11353.4,11383.5,9291.99,10159
1154048,8118.33,6885.89,11380,11281.1,9399.65,10184.6
1154560,8215.99,7090.17,11317.7,11193.4,9372.44,10165
1155072,8122.66,7011.68,11362.9,11269,9349.85,10162.8
1155584,8218.86,7043.48,11379.2,11284.1,9366.72,10153
1156096,7785.85,6980.22,11346.7,11260.5,9364.5,10167.3
1156608,8215.36,7141,11378.9,11260.9,9351.49,10186.1
1157120,8081.76,7084.72,11384.9,11234.7,9372.8,10142.6
1157632,7894.31,7135.86,11380.5,11239.7,9376.94,10147.1
1158144,7978.13,6444.25,11349.1,11241.9,9361.37,10134.4
1158656,8228.93,7085.02,11308.5,11260.6,9366.15,10180
1159168,7915.2,6283.93,11330.2,11249.1,9386.83,10184.5
1159680,7932.33,6694.98,11345.5,11251.3,9371.88,10165
1160192,8043.83,6657.95,11360.7,11278.3,9335.52,10189
1160704,8324.31,7085.92,11357.4,11253,9321.39,10159.8
1161216,8238.28,6770.41,11341.9,11318.7,9353.86,10160.6
1161728,8262.07,6527.87,11388.9,11139.7,9387.16,10159.1
1162240,8222.05,7113.87,11363.1,11260.5,9388.75,10163.6
1162752,8130.62,5611.77,11266.4,11206.3,9341.61,10144.2
1163264,8118.01,6416.73,11335.9,11228.5,9373.52,10193.5
1163776,8186.76,7166.7,11374.3,11157.5,9359.93,10177
1164288,8123.73,7027.19,11247.5,11231.1,9350.17,10157.6
1164800,8309.2,7109.83,11373.2,11257,9377.66,10180
1165312,8074.17,7177.64,11378.2,11188.5,9300.75,10159.9
1165824,8131.59,7150.5,11374.8,11272.4,9363.77,10132.5
1166336,8266.73,6591.04,11341.7,11256.3,9388.12,10151.7
1166848,8277.25,6630.08,11358.7,11264.9,9414.49,10180
1167360,8008.3,6655.83,11330.4,11255.3,9452.53,10160.6
1167872,8044.21,7163.8,11375.2,11282.1,9379.59,10165.1
1168384,8166.65,7151.85,11304.5,11261.5,9370.44,10169.6
1168896,8209.7,7170.45,11377.7,11279.2,9373.29,10147.3
1169408,8062.71,7192.09,11423.8,11278.7,9373.61,10155.5
1169920,8267.06,7209.75,11379.4,11286.3,9408.08,10166.6
1170432,8061.38,7221.11,11362.1,11244,9351.63,10167.3
1170944,7887.19,6470.17,11351.3,11243.4,9464.19,10168.1
1171456,8187.64,6993.61,11229.4,11283.8,9396.97,10151.8
1171968,8245.37,6595.36,11373.3,11313.4,9354.5,10177.7
1172480,7398.4,6819.4,11334.9,11237.4,9391.92,10203
1172992,8285.33,7010.51,11417.6,11269.5,9379,10191.8
1173504,8263.98,6748.97,11375.2,11186.9,9408.34,10191.1
1174016,8277.85,7179.69,11370.9,11258.4,9414.34,10178.4
1174528,8324.29,7194.26,11363.9,11129.1,9377.45,10159.2
1175040,7697.73,6655.38,11385.5,11268.3,9377.14,10179.9
1175552,8172.67,7178.03,11384,11264.1,9398.84,10184.4
1176064,8231.43,7114.11,11413,11276.3,9396,10162.2
1176576,8310.65,7042.16,11410.6,11179.6,9405.14,10169.6
1177088,8333.52,7138.41,11392.4,11358.3,9375.28,10150.5
1177600,8045.21,7169.97,11382.5,11258.4,9398.83,10181.4
1178112,8076.01,7068.75,11343.3,11239.8,9375.29,10173.3
1178624,8211.74,7242.42,11411.9,11261,9395.68,10149
1179136,8320.84,7189.6,11415,11266.7,9313.81,10169.6
1179648,8314.12,7221.17,11380.2,11232.9,9381.25,10187.3
1180160,8169.92,7163.6,11379.6,11263.9,9372.82,10153.4
1180672,8353.44,7025.76,11396.5,11301.4,9380.01,10174.7
1181184,8219.97,7189.59,11370.2,11271,9380.95,10162.2
1181696,8098.25,6568.86,11347.6,11218.4,9360.08,10144
1182208,7823.8,4963.03,11166.3,11131.9,9403.49,10163.7
1182720,8107.14,7055.56,11412.6,11247.8,9379.4,10152
1183232,8015.7,6844.54,11383.4,11238.3,9379.1,10159.3
1183744,7950.49,6633.45,11388.4,11133.2,9390.65,10170.3
1184256,8131.69,6663.25,11363,11223,9372.26,10179.9
1184768,8150.23,6861.41,11326.9,11261,9384.41,10155
1185280,8298.37,7193.22,11376.5,11352.8,9405.34,10174
1185792,8238.09,7236.85,11424.7,11292.3,9410.65,10187.2
1186304,8329.02,7221.86,11408.4,11271.1,9406.58,10182.8
1186816,8298.89,7199.24,11361.1,11263.4,9396.26,10165.9
1187328,8349,7191.73,11405.4,11269.2,9364.24,10174
1187840,8269.19,7165.71,11361.8,11301.9,9389.4,10172.5
1188352,8002.18,6012.08,11380.4,11277.1,9301.55,10160.9
1188864,8251.74,7227.48,11395.3,11307.1,9397.5,10172.5
1189376,8372.29,7273.62,11423.2,11253.6,9285.18,10170.3
1189888,8065.83,6965.85,11381.3,11235.3,9403.72,10190.1
1190400,8249.43,7215.47,11403.6,11276.8,9318.8,10171.1
1190912,8371.73,6646.43,11382,11276.2,9406.2,10197.4
1191424,8326.72,7286.89,11403.4,11262.3,9336.02,10156.5
1191936,8238.05,7212.32,11376.3,11276.1,9405.56,10184.2
1192448,8069.88,7245.2,11418.7,11298.9,9402.13,10188.6
1192960,8316.49,7273.9,11419,11312.7,9485.85,10194.4
1193472,8384.78,6814.82,11320.3,11287.9,9393.43,10183.4
1193984,8380.47,7314.93,11406.8,11300.8,9430.46,10178.3
1194496,8397.42,7216.09,11394.3,11307.5,9405.84,10182.7
1195008,7918.62,7222.47,11401,11229.4,9390.64,10147.9
1195520,8002.98,7236.94,11375.9,11251.9,9351.52,10189.3
1196032,8128.74,6899.5,11385.3,11281.7,9370.28,10152.2
1196544,8222.7,6805.3,11389.3,11308,9379.84,10191.4
1197056,8263.85,7125.03,11393.2,11314.6,9430.98,10158
1197568,7972.81,6804.31,11547.5,11298.9,9412.62,10185.6
1198080,8402.79,7322.34,11424.9,11266.3,9413.54,10172.5
1198592,8417.77,7129.55,11406,11283.5,9411.36,10184.9
1199104,8161.25,7195.43,11425.5,11297.3,9407.95,10168.2
1199616,8298.34,6608.99,11368.6,11278.9,9376.79,10195
1200128,8311.53,7258.57,11304.2,11296.2,9361.15,10167.5
1200640,8257.99,6739.21,11412.8,11322.5,9421.86,10172.5
1201152,8371.64,7278.06,11413.1,11314.8,9424.63,10171.8
1201664,7762.1,7056.28,11398,11328.5,9392.18,10174.7
1202176,8083.4,6460.96,11522.9,11301.2,9393.1,10155.9
1202688,7992.17,7131.14,11447.7,11255.4,9388.49,10197.1
1203200,8100.79,7247.37,11376.3,11392.6,9393.71,10185.5
1203712,8131.33,7280.98,11442,11289.8,9380.51,10189.9
1204224,8372.49,7282.97,11398.7,11301.7,9433.84,10168.9
1204736,8287.12,6737.15,11416.2,11297.6,9370.11,10161.7
1205248,8433.71,7001.45,11422,11297.1,9425.13,10165.3
1205760,8099.27,7277.49,11406.9,11279.7,9413.7,10190.6
1206272,8387.22,7305.74,11416.2,11303.2,9409.07,10183.3
1206784,8306,7205.6,11415.6,11292,9402.61,10191.3
1207296,8406.59,7257.37,11404.2,11287.9,9422.61,10154.6
1207808,8156.23,6390.68,11429,11252.1,9364.07,10179.7
1208320,8246.58,7221.28,11432,11308.1,9428.13,10161
1208832,8390.82,7228.69,11418.7,11315.6,9427.8,10188.3
1209344,8285.82,7038.62,11374.9,11285.8,9371.1,10173.2
1209856,8459.5,7314.07,11415.7,11325.2,9420.38,10203.5
1210368,8398.55,7307.9,11444.1,11306.9,9423.75,10176.8
1210880,8078.58,7287,11432.6,11306.3,9395.83,10186.2
1211392,8464.29,7355.43,11431.1,11321.8,9416.97,10164.6
1211904,8464.89,7299.42,11408.8,11335.4,9405.61,10169.7
1212416,8455.09,7138.05,11411.9,11295,9434.15,10166.8
1212928,8325.21,7170.1,11384.3,11291,9445.54,10184
1213440,8462.23,6887.93,11411.6,11313.4,9430.43,10204.1
1213952,8468.77,7218.39,11439.9,11418.2,9382.41,10191.9
1214464,8038.17,6622.85,11361.2,11387.1,9298.95,10171.8
1214976,8488.83,7358.08,11421.5,11326.8,9366.04,10201.2
1215488,8490.42,6628.73,11393.1,11291,9405.87,10198.3
1216000,8489.52,7050.51,11418.6,11322.2,9431.26,10199
1216512,8484.15,6771.23,11393.7,11292.6,9406.47,10192.5
1217024,8265.29,7072.96,11429.1,11323.8,9425.1,10206.9
1217536,8289.07,7188.43,11434.8,11317.1,9451.79,10169.7
1218048,8470.58,7318.68,11424.3,11324.5,9446.53,10194
1218560,8496.44,7355.12,11351.4,11316,9416.2,10184.7
1219072,8434.89,7280.8,11353.5,11308.4,9445.87,10224.1
1219584,8509.55,7417.64,11442.3,11299.1,9390.02,10188.9
1220096,8028.64,6950.2,11396,11307.4,9431.12,10205.4
1220608,8517.7,7379.07,11424.9,11313,9449.79,10218.2
1221120,8530.76,7252.7,11442.3,11172.7,9426.81,10216.1
1221632,8295.16,6759.96,11364.9,11252.5,9436.88,10203.9
1222144,8334.24,7357.01,11408.8,11312.3,9423.12,10208.2
1222656,8235.5,7367.54,11450.4,11300.4,9337.69,10188.9
1223168,8377.17,7412.21,11428.2,11316.5,9448.13,10194.6
1223680,8440.32,7051.82,11437.5,11289.7,9341.32,10180.3
1224192,8473.76,7354.86,11443.2,11315.4,9464.62,10202.4
1224704,8517.36,7145.11,11384.6,11303.5,9390.63,10202.4
1225216,8423.62,7082.59,11546.9,11335.4,9429.12,10191.7
1225728,8478.97,7182.72,11437.8,11322.6,9453.2,10196.7
1226240,8470.23,7288.55,11415.8,11281.9,9417.55,10216.6
1226752,8415.25,6996.81,11439.3,11323.3,9460.49,10201.6
1227264,8498.97,7408.03,11355.3,11332.4,9460.76,10182.4
1227776,8487.72,6855.06,11402.5,11308.2,9415.39,10209.4
1228288,8433.07,7201.62,11451,11306.8,9435.1,10187.4
1228800,8551.83,7357.33,11421.8,11341.3,9453.04,10217.9
1229312,8526.53,7346.74,11459.6,11332,9467.98,10199.4
1229824,8415.02,7266.38,11412.6,11309.6,9420.19,10206.5
1230336,8485.25,7077.86,11330.9,11264.8,9420.48,10214.3
1230848,8484.85,7440.97,11462.3,11340,9462.69,10212.2
1231360,7713.59,6724.83,11438.4,11320.2,9384.92,10222.1
1231872,8174.26,7119.68,11437.9,11334.6,9420.14,10198
1232384,8556.3,6978.51,11439.9,11314.8,9439.8,10202.2
1232896,8588.36,7259.34,11434.9,11324.8,9439.48,10207.1
1233408,8575.89,7384.55,11471.8,11251.4,9435.52,10210.7
1233920,8518.34,7269.32,11448.8,11322.8,9457.64,10190.1
1234432,8435.41,7247.27,11415.4,11311.8,9439.72,10211.3
1234944,8414.79,7409.74,11453,11427.2,9464.88,10219.8
1235456,8546.76,7119,11430.2,11357,9365.24,10227.6
1235968,8477.01,7427.1,11457.1,11346.9,9555.05,10195
1236480,8573.25,7433.18,11335.8,11329.7,9476.05,10206.3
1236992,8569.82,7287.42,11448.8,11330.9,9435.08,10217.6
1237504,8549.03,6732.78,11448.2,11330.4,9482.67,10225.4
1238016,8525.39,7318.41,11432.6,11347.3,9484.16,10207
1238528,8441.63,7405.16,11474.6,11361.6,9445.59,10230.3
1239040,8584.51,7265.38,11328.8,11303.7,9458.57,10234.6
1239552,8488.89,6793.84,11407,11349.2,9458.85,10213.3
1240064,8539.99,7067.66,11430.2,11363.5,9470.03,10220.4
1240576,8615.18,7395.52,11458.9,11330.7,9457.58,10223.9
1241088,8643.41,7020.46,11448.5,11286.1,9463.9,10206.9
1241600,8568.88,7496.85,11442.6,11308.9,9448.47,10204.8
1242112,8498.12,7462.52,11448.2,11343.9,9459.01,10218.2
1242624,8536.9,7381.52,11431.7,11236.6,9450.23,10202.7
1243136,8436.85,7446.53,11451.5,11353.2,9462.57,10223.1
1243648,8391.6,7177.3,11457.1,11376.2,9476.15,10227.3
1244160,8556.33,7423.94,11512.5,11339.1,9439.63,10216
1244672,8558.37,7432.95,11473.6,11360.3,9478.5,10213.1
1245184,8532.36,7469.68,11447.3,11345,9458.23,10217.3
1245696,8616.1,6991.46,11468,11369.6,9506.95,10221.5
