,block_id,thread_id,coordinate,value
1237,"(00,01)","(21,16)","(21,48)",3093
1205,"(00,01)","(21,17)","(21,49)",3157
2101,"(00,01)","(21,18)","(21,50)",3221
981,"(00,01)","(21,19)","(21,51)",3285
1013,"(00,01)","(21,20)","(21,52)",3349
789,"(00,01)","(21,21)","(21,53)",3413
1301,"(00,01)","(21,22)","(21,54)",3477
917,"(00,01)","(21,23)","(21,55)",3541
213,"(00,01)","(21,24)","(21,56)",3605
693,"(00,01)","(21,25)","(21,57)",3669
3413,"(00,01)","(21,26)","(21,58)",3733
85,"(00,01)","(21,27)","(21,59)",3797
629,"(00,01)","(21,28)","(21,60)",3861
309,"(00,01)","(21,29)","(21,61)",3925
501,"(00,01)","(21,30)","(21,62)",3989
117,"(00,01)","(21,31)","(21,63)",4053
3862,"(00,01)","(22,00)","(22,32)",2070
3126,"(00,01)","(22,01)","(22,33)",2134
3926,"(00,01)","(22,02)","(22,34)",2198
3574,"(00,01)","(22,03)","(22,35)",2262
2774,"(00,01)","(22,04)","(22,36)",2326
3030,"(00,01)","(22,05)","(22,37)",2390
3446,"(00,01)","(22,06)","(22,38)",2454
1942,"(00,01)","(22,07)","(22,39)",2518
2614,"(00,01)","(22,08)","(22,40)",2582
2198,"(00,01)","(22,09)","(22,41)",2646
2742,"(00,01)","(22,10)","(22,42)",2710
1878,"(00,01)","(22,11)","(22,43)",2774
1910,"(00,01)","(22,12)","(22,44)",2838
2070,"(00,01)","(22,13)","(22,45)",2902
2358,"(00,01)","(22,14)","(22,46)",2966
2582,"(00,01)","(22,15)","(22,47)",3030
1238,"(00,01)","(22,16)","(22,48)",3094
1206,"(00,01)","(22,17)","(22,49)",3158
2102,"(00,01)","(22,18)","(22,50)",3222
982,"(00,01)","(22,19)","(22,51)",3286
1014,"(00,01)","(22,20)","(22,52)",3350
790,"(00,01)","(22,21)","(22,53)",3414
1302,"(00,01)","(22,22)","(22,54)",3478
918,"(00,01)","(22,23)","(22,55)",3542
214,"(00,01)","(22,24)","(22,56)",3606
694,"(00,01)","(22,25)","(22,57)",3670
3414,"(00,01)","(22,26)","(22,58)",3734
86,"(00,01)","(22,27)","(22,59)",3798
630,"(00,01)","(22,28)","(22,60)",3862
310,"(00,01)","(22,29)","(22,61)",3926
502,"(00,01)","(22,30)","(22,62)",3990
118,"(00,01)","(22,31)","(22,63)",4054
3863,"(00,01)","(23,00)","(23,32)",2071
3127,"(00,01)","(23,01)","(23,33)",2135
3927,"(00,01)","(23,02)","(23,34)",2199
3575,"(00,01)","(23,03)","(23,35)",2263
2775,"(00,01)","(23,04)","(23,36)",2327
3031,"(00,01)","(23,05)","(23,37)",2391
3447,"(00,01)","(23,06)","(23,38)",2455
1943,"(00,01)","(23,07)","(23,39)",2519
2615,"(00,01)","(23,08)","(23,40)",2583
2199,"(00,01)","(23,09)","(23,41)",2647
2743,"(00,01)","(23,10)","(23,42)",2711
1879,"(00,01)","(23,11)","(23,43)",2775
1911,"(00,01)","(23,12)","(23,44)",2839
2071,"(00,01)","(23,13)","(23,45)",2903
2359,"(00,01)","(23,14)","(23,46)",2967
2583,"(00,01)","(23,15)","(23,47)",3031
1239,"(00,01)","(23,16)","(23,48)",3095
1207,"(00,01)","(23,17)","(23,49)",3159
2103,"(00,01)","(23,18)","(23,50)",3223
983,"(00,01)","(23,19)","(23,51)",3287
1015,"(00,01)","(23,20)","(23,52)",3351
791,"(00,01)","(23,21)","(23,53)",3415
1303,"(00,01)","(23,22)","(23,54)",3479
919,"(00,01)","(23,23)","(23,55)",3543
215,"(00,01)","(23,24)","(23,56)",3607
695,"(00,01)","(23,25)","(23,57)",3671
3415,"(00,01)","(23,26)","(23,58)",3735
87,"(00,01)","(23,27)","(23,59)",3799
631,"(00,01)","(23,28)","(23,60)",3863
311,"(00,01)","(23,29)","(23,61)",3927
503,"(00,01)","(23,30)","(23,62)",3991
119,"(00,01)","(23,31)","(23,63)",4055
3864,"(00,01)","(24,00)","(24,32)",2072
3128,"(00,01)","(24,01)","(24,33)",2136
3928,"(00,01)","(24,02)","(24,34)",2200
3576,"(00,01)","(24,03)","(24,35)",2264
2776,"(00,01)","(24,04)","(24,36)",2328
3032,"(00,01)","(24,05)","(24,37)",2392
3448,"(00,01)","(24,06)","(24,38)",2456
1944,"(00,01)","(24,07)","(24,39)",2520
2616,"(00,01)","(24,08)","(24,40)",2584
2200,"(00,01)","(24,09)","(24,41)",2648
2744,"(00,01)","(24,10)","(24,42)",2712
1880,"(00,01)","(24,11)","(24,43)",2776
1912,"(00,01)","(24,12)","(24,44)",2840
2072,"(00,01)","(24,13)","(24,45)",2904
2360,"(00,01)","(24,14)","(24,46)",2968
2584,"(00,01)","(24,15)","(24,47)",3032
1240,"(00,01)","(24,16)","(24,48)",3096
1208,"(00,01)","(24,17)","(24,49)",3160
2104,"(00,01)","(24,18)","(24,50)",3224
984,"(00,01)","(24,19)","(24,51)",3288
1016,"(00,01)","(24,20)","(24,52)",3352
792,"(00,01)","(24,21)","(24,53)",3416
1304,"(00,01)","(24,22)","(24,54)",3480
920,"(00,01)","(24,23)","(24,55)",3544
216,"(00,01)","(24,24)","(24,56)",3608
696,"(00,01)","(24,25)","(24,57)",3672
3416,"(00,01)","(24,26)","(24,58)",3736
88,"(00,01)","(24,27)","(24,59)",3800
632,"(00,01)","(24,28)","(24,60)",3864
312,"(00,01)","(24,29)","(24,61)",3928
504,"(00,01)","(24,30)","(24,62)",3992
120,"(00,01)","(24,31)","(24,63)",4056
3865,"(00,01)","(25,00)","(25,32)",2073
3129,"(00,01)","(25,01)","(25,33)",2137
3929,"(00,01)","(25,02)","(25,34)",2201
3577,"(00,01)","(25,03)","(25,35)",2265
2777,"(00,01)","(25,04)","(25,36)",2329
3033,"(00,01)","(25,05)","(25,37)",2393
3449,"(00,01)","(25,06)","(25,38)",2457
1945,"(00,01)","(25,07)","(25,39)",2521
2617,"(00,01)","(25,08)","(25,40)",2585
2201,"(00,01)","(25,09)","(25,41)",2649
2745,"(00,01)","(25,10)","(25,42)",2713
1881,"(00,01)","(25,11)","(25,43)",2777
1913,"(00,01)","(25,12)","(25,44)",2841
2073,"(00,01)","(25,13)","(25,45)",2905
2361,"(00,01)","(25,14)","(25,46)",2969
2585,"(00,01)","(25,15)","(25,47)",3033
1241,"(00,01)","(25,16)","(25,48)",3097
1209,"(00,01)","(25,17)","(25,49)",3161
2105,"(00,01)","(25,18)","(25,50)",3225
985,"(00,01)","(25,19)","(25,51)",3289
1017,"(00,01)","(25,20)","(25,52)",3353
793,"(00,01)","(25,21)","(25,53)",3417
1305,"(00,01)","(25,22)","(25,54)",3481
921,"(00,01)","(25,23)","(25,55)",3545
217,"(00,01)","(25,24)","(25,56)",3609
697,"(00,01)","(25,25)","(25,57)",3673
3417,"(00,01)","(25,26)","(25,58)",3737
89,"(00,01)","(25,27)","(25,59)",3801
633,"(00,01)","(25,28)","(25,60)",3865
313,"(00,01)","(25,29)","(25,61)",3929
505,"(00,01)","(25,30)","(25,62)",3993
121,"(00,01)","(25,31)","(25,63)",4057
3866,"(00,01)","(26,00)","(26,32)",2074
3130,"(00,01)","(26,01)","(26,33)",2138
3930,"(00,01)","(26,02)","(26,34)",2202
3578,"(00,01)","(26,03)","(26,35)",2266
2778,"(00,01)","(26,04)","(26,36)",2330
3034,"(00,01)","(26,05)","(26,37)",2394
3450,"(00,01)","(26,06)","(26,38)",2458
1946,"(00,01)","(26,07)","(26,39)",2522
2618,"(00,01)","(26,08)","(26,40)",2586
2202,"(00,01)","(26,09)","(26,41)",2650
2746,"(00,01)","(26,10)","(26,42)",2714
1882,"(00,01)","(26,11)","(26,43)",2778
1914,"(00,01)","(26,12)","(26,44)",2842
2074,"(00,01)","(26,13)","(26,45)",2906
2362,"(00,01)","(26,14)","(26,46)",2970
2586,"(00,01)","(26,15)","(26,47)",3034
1242,"(00,01)","(26,16)","(26,48)",3098
1210,"(00,01)","(26,17)","(26,49)",3162
2106,"(00,01)","(26,18)","(26,50)",3226
986,"(00,01)","(26,19)","(26,51)",3290
1018,"(00,01)","(26,20)","(26,52)",3354
794,"(00,01)","(26,21)","(26,53)",3418
1306,"(00,01)","(26,22)","(26,54)",3482
922,"(00,01)","(26,23)","(26,55)",3546
218,"(00,01)","(26,24)","(26,56)",3610
698,"(00,01)","(26,25)","(26,57)",3674
3418,"(00,01)","(26,26)","(26,58)",3738
90,"(00,01)","(26,27)","(26,59)",3802
634,"(00,01)","(26,28)","(26,60)",3866
314,"(00,01)","(26,29)","(26,61)",3930
506,"(00,01)","(26,30)","(26,62)",3994
122,"(00,01)","(26,31)","(26,63)",4058
3867,"(00,01)","(27,00)","(27,32)",2075
3131,"(00,01)","(27,01)","(27,33)",2139
3931,"(00,01)","(27,02)","(27,34)",2203
3579,"(00,01)","(27,03)","(27,35)",2267
2779,"(00,01)","(27,04)","(27,36)",2331
3035,"(00,01)","(27,05)","(27,37)",2395
3451,"(00,01)","(27,06)","(27,38)",2459
1947,"(00,01)","(27,07)","(27,39)",2523
2619,"(00,01)","(27,08)","(27,40)",2587
2203,"(00,01)","(27,09)","(27,41)",2651
2747,"(00,01)","(27,10)","(27,42)",2715
1883,"(00,01)","(27,11)","(27,43)",2779
1915,"(00,01)","(27,12)","(27,44)",2843
2075,"(00,01)","(27,13)","(27,45)",2907
2363,"(00,01)","(27,14)","(27,46)",2971
2587,"(00,01)","(27,15)","(27,47)",3035
1243,"(00,01)","(27,16)","(27,48)",3099
1211,"(00,01)","(27,17)","(27,49)",3163
2107,"(00,01)","(27,18)","(27,50)",3227
987,"(00,01)","(27,19)","(27,51)",3291
1019,"(00,01)","(27,20)","(27,52)",3355
795,"(00,01)","(27,21)","(27,53)",3419
1307,"(00,01)","(27,22)","(27,54)",3483
923,"(00,01)","(27,23)","(27,55)",3547
219,"(00,01)","(27,24)","(27,56)",3611
699,"(00,01)","(27,25)","(27,57)",3675
3419,"(00,01)","(27,26)","(27,58)",3739
91,"(00,01)","(27,27)","(27,59)",3803
635,"(00,01)","(27,28)","(27,60)",3867
315,"(00,01)","(27,29)","(27,61)",3931
507,"(00,01)","(27,30)","(27,62)",3995
123,"(00,01)","(27,31)","(27,63)",4059
3868,"(00,01)","(28,00)","(28,32)",2076
3132,"(00,01)","(28,01)","(28,33)",2140
3932,"(00,01)","(28,02)","(28,34)",2204
3580,"(00,01)","(28,03)","(28,35)",2268
2780,"(00,01)","(28,04)","(28,36)",2332
3036,"(00,01)","(28,05)","(28,37)",2396
3452,"(00,01)","(28,06)","(28,38)",2460
1948,"(00,01)","(28,07)","(28,39)",2524
2620,"(00,01)","(28,08)","(28,40)",2588
2204,"(00,01)","(28,09)","(28,41)",2652
2748,"(00,01)","(28,10)","(28,42)",2716
1884,"(00,01)","(28,11)","(28,43)",2780
1916,"(00,01)","(28,12)","(28,44)",2844
2076,"(00,01)","(28,13)","(28,45)",2908
2364,"(00,01)","(28,14)","(28,46)",2972
2588,"(00,01)","(28,15)","(28,47)",3036
1244,"(00,01)","(28,16)","(28,48)",3100
1212,"(00,01)","(28,17)","(28,49)",3164
2108,"(00,01)","(28,18)","(28,50)",3228
988,"(00,01)","(28,19)","(28,51)",3292
1020,"(00,01)","(28,20)","(28,52)",3356
796,"(00,01)","(28,21)","(28,53)",3420
1308,"(00,01)","(28,22)","(28,54)",3484
924,"(00,01)","(28,23)","(28,55)",3548
220,"(00,01)","(28,24)","(28,56)",3612
700,"(00,01)","(28,25)","(28,57)",3676
3420,"(00,01)","(28,26)","(28,58)",3740
92,"(00,01)","(28,27)","(28,59)",3804
636,"(00,01)","(28,28)","(28,60)",3868
316,"(00,01)","(28,29)","(28,61)",3932
508,"(00,01)","(28,30)","(28,62)",3996
124,"(00,01)","(28,31)","(28,63)",4060
3869,"(00,01)","(29,00)","(29,32)",2077
3133,"(00,01)","(29,01)","(29,33)",2141
3933,"(00,01)","(29,02)","(29,34)",2205
3581,"(00,01)","(29,03)","(29,35)",2269
2781,"(00,01)","(29,04)","(29,36)",2333
3037,"(00,01)","(29,05)","(29,37)",2397
3453,"(00,01)","(29,06)","(29,38)",2461
1949,"(00,01)","(29,07)","(29,39)",2525
2621,"(00,01)","(29,08)","(29,40)",2589
2205,"(00,01)","(29,09)","(29,41)",2653
2749,"(00,01)","(29,10)","(29,42)",2717
1885,"(00,01)","(29,11)","(29,43)",2781
1917,"(00,01)","(29,12)","(29,44)",2845
2077,"(00,01)","(29,13)","(29,45)",2909
2365,"(00,01)","(29,14)","(29,46)",2973
2589,"(00,01)","(29,15)","(29,47)",3037
1245,"(00,01)","(29,16)","(29,48)",3101
1213,"(00,01)","(29,17)","(29,49)",3165
2109,"(00,01)","(29,18)","(29,50)",3229
989,"(00,01)","(29,19)","(29,51)",3293
1021,"(00,01)","(29,20)","(29,52)",3357
797,"(00,01)","(29,21)","(29,53)",3421
1309,"(00,01)","(29,22)","(29,54)",3485
925,"(00,01)","(29,23)","(29,55)",3549
221,"(00,01)","(29,24)","(29,56)",3613
701,"(00,01)","(29,25)","(29,57)",3677
3421,"(00,01)","(29,26)","(29,58)",3741
93,"(00,01)","(29,27)","(29,59)",3805
637,"(00,01)","(29,28)","(29,60)",3869
317,"(00,01)","(29,29)","(29,61)",3933
509,"(00,01)","(29,30)","(29,62)",3997
125,"(00,01)","(29,31)","(29,63)",4061
3870,"(00,01)","(30,00)","(30,32)",2078
3134,"(00,01)","(30,01)","(30,33)",2142
3934,"(00,01)","(30,02)","(30,34)",2206
3582,"(00,01)","(30,03)","(30,35)",2270
2782,"(00,01)","(30,04)","(30,36)",2334
3038,"(00,01)","(30,05)","(30,37)",2398
3454,"(00,01)","(30,06)","(30,38)",2462
1950,"(00,01)","(30,07)","(30,39)",2526
2622,"(00,01)","(30,08)","(30,40)",2590
2206,"(00,01)","(30,09)","(30,41)",2654
2750,"(00,01)","(30,10)","(30,42)",2718
1886,"(00,01)","(30,11)","(30,43)",2782
1918,"(00,01)","(30,12)","(30,44)",2846
2078,"(00,01)","(30,13)","(30,45)",2910
2366,"(00,01)","(30,14)","(30,46)",2974
2590,"(00,01)","(30,15)","(30,47)",3038
1246,"(00,01)","(30,16)","(30,48)",3102
1214,"(00,01)","(30,17)","(30,49)",3166
2110,"(00,01)","(30,18)","(30,50)",3230
990,"(00,01)","(30,19)","(30,51)",3294
1022,"(00,01)","(30,20)","(30,52)",3358
798,"(00,01)","(30,21)","(30,53)",3422
1310,"(00,01)","(30,22)","(30,54)",3486
926,"(00,01)","(30,23)","(30,55)",3550
222,"(00,01)","(30,24)","(30,56)",3614
702,"(00,01)","(30,25)","(30,57)",3678
3422,"(00,01)","(30,26)","(30,58)",3742
94,"(00,01)","(30,27)","(30,59)",3806
638,"(00,01)","(30,28)","(30,60)",3870
318,"(00,01)","(30,29)","(30,61)",3934
510,"(00,01)","(30,30)","(30,62)",3998
126,"(00,01)","(30,31)","(30,63)",4062
3871,"(00,01)","(31,00)","(31,32)",2079
3135,"(00,01)","(31,01)","(31,33)",2143
3935,"(00,01)","(31,02)","(31,34)",2207
3583,"(00,01)","(31,03)","(31,35)",2271
2783,"(00,01)","(31,04)","(31,36)",2335
3039,"(00,01)","(31,05)","(31,37)",2399
3455,"(00,01)","(31,06)","(31,38)",2463
1951,"(00,01)","(31,07)","(31,39)",2527
2623,"(00,01)","(31,08)","(31,40)",2591
2207,"(00,01)","(31,09)","(31,41)",2655
2751,"(00,01)","(31,10)","(31,42)",2719
1887,"(00,01)","(31,11)","(31,43)",2783
1919,"(00,01)","(31,12)","(31,44)",2847
2079,"(00,01)","(31,13)","(31,45)",2911
2367,"(00,01)","(31,14)","(31,46)",2975
2591,"(00,01)","(31,15)","(31,47)",3039
1247,"(00,01)","(31,16)","(31,48)",3103
1215,"(00,01)","(31,17)","(31,49)",3167
2111,"(00,01)","(31,18)","(31,50)",3231
991,"(00,01)","(31,19)","(31,51)",3295
1023,"(00,01)","(31,20)","(31,52)",3359
799,"(00,01)","(31,21)","(31,53)",3423
1311,"(00,01)","(31,22)","(31,54)",3487
927,"(00,01)","(31,23)","(31,55)",3551
223,"(00,01)","(31,24)","(31,56)",3615
703,"(00,01)","(31,25)","(31,57)",3679
3423,"(00,01)","(31,26)","(31,58)",3743
95,"(00,01)","(31,27)","(31,59)",3807
639,"(00,01)","(31,28)","(31,60)",3871
319,"(00,01)","(31,29)","(31,61)",3935
511,"(00,01)","(31,30)","(31,62)",3999
127,"(00,01)","(31,31)","(31,63)",4063
2272,"(01,00)","(00,00)","(32,00)",32
3616,"(01,00)","(00,01)","(32,01)",96
4064,"(01,00)","(00,02)","(32,02)",160
3360,"(01,00)","(00,03)","(32,03)",224
1696,"(01,00)","(00,04)","(32,04)",288
3584,"(01,00)","(00,05)","(32,05)",352
3648,"(01,00)","(00,06)","(32,06)",416
3328,"(01,00)","(00,07)","(32,07)",480
1632,"(01,00)","(00,08)","(32,08)",544
3520,"(01,00)","(00,09)","(32,09)",608
3936,"(01,00)","(00,10)","(32,10)",672
2464,"(01,00)","(00,11)","(32,11)",736
1568,"(01,00)","(00,12)","(32,12)",800
3040,"(01,00)","(00,13)","(32,13)",864
3488,"(01,00)","(00,14)","(32,14)",928
2304,"(01,00)","(00,15)","(32,15)",992
1472,"(01,00)","(00,16)","(32,16)",1056
2368,"(01,00)","(00,17)","(32,17)",1120
2816,"(01,00)","(00,18)","(32,18)",1184
1376,"(01,00)","(00,19)","(32,19)",1248
640,"(01,00)","(00,20)","(32,20)",1312
2208,"(01,00)","(00,21)","(32,21)",1376
2944,"(01,00)","(00,22)","(32,22)",1440
1152,"(01,00)","(00,23)","(32,23)",1504
512,"(01,00)","(00,24)","(32,24)",1568
1248,"(01,00)","(00,25)","(32,25)",1632
1504,"(01,00)","(00,26)","(32,26)",1696
800,"(01,00)","(00,27)","(32,27)",1760
0,"(01,00)","(00,28)","(32,28)",1824
352,"(01,00)","(00,29)","(32,29)",1888
928,"(01,00)","(00,30)","(32,30)",1952
256,"(01,00)","(00,31)","(32,31)",2016
2273,"(01,00)","(01,00)","(33,00)",33
3617,"(01,00)","(01,01)","(33,01)",97
4065,"(01,00)","(01,02)","(33,02)",161
3361,"(01,00)","(01,03)","(33,03)",225
1697,"(01,00)","(01,04)","(33,04)",289
3585,"(01,00)","(01,05)","(33,05)",353
3649,"(01,00)","(01,06)","(33,06)",417
3329,"(01,00)","(01,07)","(33,07)",481
1633,"(01,00)","(01,08)","(33,08)",545
3521,"(01,00)","(01,09)","(33,09)",609
3937,"(01,00)","(01,10)","(33,10)",673
2465,"(01,00)","(01,11)","(33,11)",737
1569,"(01,00)","(01,12)","(33,12)",801
3041,"(01,00)","(01,13)","(33,13)",865
3489,"(01,00)","(01,14)","(33,14)",929
2305,"(01,00)","(01,15)","(33,15)",993
1473,"(01,00)","(01,16)","(33,16)",1057
2369,"(01,00)","(01,17)","(33,17)",1121
2817,"(01,00)","(01,18)","(33,18)",1185
1377,"(01,00)","(01,19)","(33,19)",1249
641,"(01,00)","(01,20)","(33,20)",1313
2209,"(01,00)","(01,21)","(33,21)",1377
2945,"(01,00)","(01,22)","(33,22)",1441
1153,"(01,00)","(01,23)","(33,23)",1505
513,"(01,00)","(01,24)","(33,24)",1569
1249,"(01,00)","(01,25)","(33,25)",1633
1505,"(01,00)","(01,26)","(33,26)",1697
801,"(01,00)","(01,27)","(33,27)",1761
1,"(01,00)","(01,28)","(33,28)",1825
353,"(01,00)","(01,29)","(33,29)",1889
929,"(01,00)","(01,30)","(33,30)",1953
257,"(01,00)","(01,31)","(33,31)",2017
2274,"(01,00)","(02,00)","(34,00)",34
3618,"(01,00)","(02,01)","(34,01)",98
4066,"(01,00)","(02,02)","(34,02)",162
3362,"(01,00)","(02,03)","(34,03)",226
1698,"(01,00)","(02,04)","(34,04)",290
3586,"(01,00)","(02,05)","(34,05)",354
3650,"(01,00)","(02,06)","(34,06)",418
3330,"(01,00)","(02,07)","(34,07)",482
1634,"(01,00)","(02,08)","(34,08)",546
3522,"(01,00)","(02,09)","(34,09)",610
3938,"(01,00)","(02,10)","(34,10)",674
2466,"(01,00)","(02,11)","(34,11)",738
1570,"(01,00)","(02,12)","(34,12)",802
3042,"(01,00)","(02,13)","(34,13)",866
3490,"(01,00)","(02,14)","(34,14)",930
2306,"(01,00)","(02,15)","(34,15)",994
1474,"(01,00)","(02,16)","(34,16)",1058
2370,"(01,00)","(02,17)","(34,17)",1122
2818,"(01,00)","(02,18)","(34,18)",1186
1378,"(01,00)","(02,19)","(34,19)",1250
642,"(01,00)","(02,20)","(34,20)",1314
2210,"(01,00)","(02,21)","(34,21)",1378
2946,"(01,00)","(02,22)","(34,22)",1442
1154,"(01,00)","(02,23)","(34,23)",1506
514,"(01,00)","(02,24)","(34,24)",1570
1250,"(01,00)","(02,25)","(34,25)",1634
1506,"(01,00)","(02,26)","(34,26)",1698
802,"(01,00)","(02,27)","(34,27)",1762
2,"(01,00)","(02,28)","(34,28)",1826
354,"(01,00)","(02,29)","(34,29)",1890
930,"(01,00)","(02,30)","(34,30)",1954
258,"(01,00)","(02,31)","(34,31)",2018
2275,"(01,00)","(03,00)","(35,00)",35
3619,"(01,00)","(03,01)","(35,01)",99
4067,"(01,00)","(03,02)","(35,02)",163
3363,"(01,00)","(03,03)","(35,03)",227
1699,"(01,00)","(03,04)","(35,04)",291
3587,"(01,00)","(03,05)","(35,05)",355
3651,"(01,00)","(03,06)","(35,06)",419
3331,"(01,00)","(03,07)","(35,07)",483
1635,"(01,00)","(03,08)","(35,08)",547
3523,"(01,00)","(03,09)","(35,09)",611
3939,"(01,00)","(03,10)","(35,10)",675
2467,"(01,00)","(03,11)","(35,11)",739
1571,"(01,00)","(03,12)","(35,12)",803
3043,"(01,00)","(03,13)","(35,13)",867
3491,"(01,00)","(03,14)","(35,14)",931
2307,"(01,00)","(03,15)","(35,15)",995
1475,"(01,00)","(03,16)","(35,16)",1059
2371,"(01,00)","(03,17)","(35,17)",1123
2819,"(01,00)","(03,18)","(35,18)",1187
1379,"(01,00)","(03,19)","(35,19)",1251
643,"(01,00)","(03,20)","(35,20)",1315
2211,"(01,00)","(03,21)","(35,21)",1379
2947,"(01,00)","(03,22)","(35,22)",1443
1155,"(01,00)","(03,23)","(35,23)",1507
515,"(01,00)","(03,24)","(35,24)",1571
1251,"(01,00)","(03,25)","(35,25)",1635
1507,"(01,00)","(03,26)","(35,26)",1699
803,"(01,00)","(03,27)","(35,27)",1763
3,"(01,00)","(03,28)","(35,28)",1827
355,"(01,00)","(03,29)","(35,29)",1891
931,"(01,00)","(03,30)","(35,30)",1955
259,"(01,00)","(03,31)","(35,31)",2019
2276,"(01,00)","(04,00)","(36,00)",36
3620,"(01,00)","(04,01)","(36,01)",100
4068,"(01,00)","(04,02)","(36,02)",164
3364,"(01,00)","(04,03)","(36,03)",228
1700,"(01,00)","(04,04)","(36,04)",292
3588,"(01,00)","(04,05)","(36,05)",356
3652,"(01,00)","(04,06)","(36,06)",420
3332,"(01,00)","(04,07)","(36,07)",484
1636,"(01,00)","(04,08)","(36,08)",548
3524,"(01,00)","(04,09)","(36,09)",612
3940,"(01,00)","(04,10)","(36,10)",676
2468,"(01,00)","(04,11)","(36,11)",740
1572,"(01,00)","(04,12)","(36,12)",804
3044,"(01,00)","(04,13)","(36,13)",868
3492,"(01,00)","(04,14)","(36,14)",932
2308,"(01,00)","(04,15)","(36,15)",996
1476,"(01,00)","(04,16)","(36,16)",1060
2372,"(01,00)","(04,17)","(36,17)",1124
2820,"(01,00)","(04,18)","(36,18)",1188
1380,"(01,00)","(04,19)","(36,19)",1252
644,"(01,00)","(04,20)","(36,20)",1316
2212,"(01,00)","(04,21)","(36,21)",1380
2948,"(01,00)","(04,22)","(36,22)",1444
1156,"(01,00)","(04,23)","(36,23)",1508
516,"(01,00)","(04,24)","(36,24)",1572
1252,"(01,00)","(04,25)","(36,25)",1636
1508,"(01,00)","(04,26)","(36,26)",1700
804,"(01,00)","(04,27)","(36,27)",1764
4,"(01,00)","(04,28)","(36,28)",1828
356,"(01,00)","(04,29)","(36,29)",1892
932,"(01,00)","(04,30)","(36,30)",1956
260,"(01,00)","(04,31)","(36,31)",2020
2277,"(01,00)","(05,00)","(37,00)",37
3621,"(01,00)","(05,01)","(37,01)",101
4069,"(01,00)","(05,02)","(37,02)",165
3365,"(01,00)","(05,03)","(37,03)",229
1701,"(01,00)","(05,04)","(37,04)",293
3589,"(01,00)","(05,05)","(37,05)",357
3653,"(01,00)","(05,06)","(37,06)",421
3333,"(01,00)","(05,07)","(37,07)",485
1637,"(01,00)","(05,08)","(37,08)",549
3525,"(01,00)","(05,09)","(37,09)",613
3941,"(01,00)","(05,10)","(37,10)",677
2469,"(01,00)","(05,11)","(37,11)",741
1573,"(01,00)","(05,12)","(37,12)",805
3045,"(01,00)","(05,13)","(37,13)",869
3493,"(01,00)","(05,14)","(37,14)",933
2309,"(01,00)","(05,15)","(37,15)",997
1477,"(01,00)","(05,16)","(37,16)",1061
2373,"(01,00)","(05,17)","(37,17)",1125
2821,"(01,00)","(05,18)","(37,18)",1189
1381,"(01,00)","(05,19)","(37,19)",1253
645,"(01,00)","(05,20)","(37,20)",1317
2213,"(01,00)","(05,21)","(37,21)",1381
2949,"(01,00)","(05,22)","(37,22)",1445
1157,"(01,00)","(05,23)","(37,23)",1509
517,"(01,00)","(05,24)","(37,24)",1573
1253,"(01,00)","(05,25)","(37,25)",1637
1509,"(01,00)","(05,26)","(37,26)",1701
805,"(01,00)","(05,27)","(37,27)",1765
5,"(01,00)","(05,28)","(37,28)",1829
357,"(01,00)","(05,29)","(37,29)",1893
933,"(01,00)","(05,30)","(37,30)",1957
261,"(01,00)","(05,31)","(37,31)",2021
2278,"(01,00)","(06,00)","(38,00)",38
3622,"(01,00)","(06,01)","(38,01)",102
4070,"(01,00)","(06,02)","(38,02)",166
3366,"(01,00)","(06,03)","(38,03)",230
1702,"(01,00)","(06,04)","(38,04)",294
3590,"(01,00)","(06,05)","(38,05)",358
3654,"(01,00)","(06,06)","(38,06)",422
3334,"(01,00)","(06,07)","(38,07)",486
1638,"(01,00)","(06,08)","(38,08)",550
3526,"(01,00)","(06,09)","(38,09)",614
3942,"(01,00)","(06,10)","(38,10)",678
2470,"(01,00)","(06,11)","(38,11)",742
1574,"(01,00)","(06,12)","(38,12)",806
3046,"(01,00)","(06,13)","(38,13)",870
3494,"(01,00)","(06,14)","(38,14)",934
2310,"(01,00)","(06,15)","(38,15)",998
1478,"(01,00)","(06,16)","(38,16)",1062
2374,"(01,00)","(06,17)","(38,17)",1126
2822,"(01,00)","(06,18)","(38,18)",1190
1382,"(01,00)","(06,19)","(38,19)",1254
646,"(01,00)","(06,20)","(38,20)",1318
2214,"(01,00)","(06,21)","(38,21)",1382
2950,"(01,00)","(06,22)","(38,22)",1446
1158,"(01,00)","(06,23)","(38,23)",1510
518,"(01,00)","(06,24)","(38,24)",1574
1254,"(01,00)","(06,25)","(38,25)",1638
1510,"(01,00)","(06,26)","(38,26)",1702
806,"(01,00)","(06,27)","(38,27)",1766
6,"(01,00)","(06,28)","(38,28)",1830
358,"(01,00)","(06,29)","(38,29)",1894
934,"(01,00)","(06,30)","(38,30)",1958
262,"(01,00)","(06,31)","(38,31)",2022
2279,"(01,00)","(07,00)","(39,00)",39
3623,"(01,00)","(07,01)","(39,01)",103
4071,"(01,00)","(07,02)","(39,02)",167
3367,"(01,00)","(07,03)","(39,03)",231
1703,"(01,00)","(07,04)","(39,04)",295
3591,"(01,00)","(07,05)","(39,05)",359
3655,"(01,00)","(07,06)","(39,06)",423
3335,"(01,00)","(07,07)","(39,07)",487
1639,"(01,00)","(07,08)","(39,08)",551
3527,"(01,00)","(07,09)","(39,09)",615
