,block_id,thread_id,coordinate,value
465,"(00,00)","(17,29)","(17,29)",1873
1329,"(00,00)","(17,30)","(17,30)",1937
177,"(00,00)","(17,31)","(17,31)",2001
4050,"(00,00)","(18,00)","(18,00)",18
3794,"(00,00)","(18,01)","(18,01)",82
4018,"(00,00)","(18,02)","(18,02)",146
2034,"(00,00)","(18,03)","(18,03)",210
3474,"(00,00)","(18,04)","(18,04)",274
3730,"(00,00)","(18,05)","(18,05)",338
3986,"(00,00)","(18,06)","(18,06)",402
2002,"(00,00)","(18,07)","(18,07)",466
2706,"(00,00)","(18,08)","(18,08)",530
3698,"(00,00)","(18,09)","(18,09)",594
3250,"(00,00)","(18,10)","(18,10)",658
1970,"(00,00)","(18,11)","(18,11)",722
2450,"(00,00)","(18,12)","(18,12)",786
2994,"(00,00)","(18,13)","(18,13)",850
2418,"(00,00)","(18,14)","(18,14)",914
1074,"(00,00)","(18,15)","(18,15)",978
2258,"(00,00)","(18,16)","(18,16)",1042
2930,"(00,00)","(18,17)","(18,17)",1106
2162,"(00,00)","(18,18)","(18,18)",1170
1106,"(00,00)","(18,19)","(18,19)",1234
1042,"(00,00)","(18,20)","(18,20)",1298
1778,"(00,00)","(18,21)","(18,21)",1362
1458,"(00,00)","(18,22)","(18,22)",1426
850,"(00,00)","(18,23)","(18,23)",1490
1138,"(00,00)","(18,24)","(18,24)",1554
1682,"(00,00)","(18,25)","(18,25)",1618
338,"(00,00)","(18,26)","(18,26)",1682
242,"(00,00)","(18,27)","(18,27)",1746
50,"(00,00)","(18,28)","(18,28)",1810
466,"(00,00)","(18,29)","(18,29)",1874
1330,"(00,00)","(18,30)","(18,30)",1938
178,"(00,00)","(18,31)","(18,31)",2002
4051,"(00,00)","(19,00)","(19,00)",19
3795,"(00,00)","(19,01)","(19,01)",83
4019,"(00,00)","(19,02)","(19,02)",147
2035,"(00,00)","(19,03)","(19,03)",211
3475,"(00,00)","(19,04)","(19,04)",275
3731,"(00,00)","(19,05)","(19,05)",339
3987,"(00,00)","(19,06)","(19,06)",403
2003,"(00,00)","(19,07)","(19,07)",467
2707,"(00,00)","(19,08)","(19,08)",531
3699,"(00,00)","(19,09)","(19,09)",595
3251,"(00,00)","(19,10)","(19,10)",659
1971,"(00,00)","(19,11)","(19,11)",723
2451,"(00,00)","(19,12)","(19,12)",787
2995,"(00,00)","(19,13)","(19,13)",851
2419,"(00,00)","(19,14)","(19,14)",915
1075,"(00,00)","(19,15)","(19,15)",979
2259,"(00,00)","(19,16)","(19,16)",1043
2931,"(00,00)","(19,17)","(19,17)",1107
2163,"(00,00)","(19,18)","(19,18)",1171
1107,"(00,00)","(19,19)","(19,19)",1235
1043,"(00,00)","(19,20)","(19,20)",1299
1779,"(00,00)","(19,21)","(19,21)",1363
1459,"(00,00)","(19,22)","(19,22)",1427
851,"(00,00)","(19,23)","(19,23)",1491
1139,"(00,00)","(19,24)","(19,24)",1555
1683,"(00,00)","(19,25)","(19,25)",1619
339,"(00,00)","(19,26)","(19,26)",1683
243,"(00,00)","(19,27)","(19,27)",1747
51,"(00,00)","(19,28)","(19,28)",1811
467,"(00,00)","(19,29)","(19,29)",1875
1331,"(00,00)","(19,30)","(19,30)",1939
179,"(00,00)","(19,31)","(19,31)",2003
4052,"(00,00)","(20,00)","(20,00)",20
3796,"(00,00)","(20,01)","(20,01)",84
4020,"(00,00)","(20,02)","(20,02)",148
2036,"(00,00)","(20,03)","(20,03)",212
3476,"(00,00)","(20,04)","(20,04)",276
3732,"(00,00)","(20,05)","(20,05)",340
3988,"(00,00)","(20,06)","(20,06)",404
2004,"(00,00)","(20,07)","(20,07)",468
2708,"(00,00)","(20,08)","(20,08)",532
3700,"(00,00)","(20,09)","(20,09)",596
3252,"(00,00)","(20,10)","(20,10)",660
1972,"(00,00)","(20,11)","(20,11)",724
2452,"(00,00)","(20,12)","(20,12)",788
2996,"(00,00)","(20,13)","(20,13)",852
2420,"(00,00)","(20,14)","(20,14)",916
1076,"(00,00)","(20,15)","(20,15)",980
2260,"(00,00)","(20,16)","(20,16)",1044
2932,"(00,00)","(20,17)","(20,17)",1108
2164,"(00,00)","(20,18)","(20,18)",1172
1108,"(00,00)","(20,19)","(20,19)",1236
1044,"(00,00)","(20,20)","(20,20)",1300
1780,"(00,00)","(20,21)","(20,21)",1364
1460,"(00,00)","(20,22)","(20,22)",1428
852,"(00,00)","(20,23)","(20,23)",1492
1140,"(00,00)","(20,24)","(20,24)",1556
1684,"(00,00)","(20,25)","(20,25)",1620
340,"(00,00)","(20,26)","(20,26)",1684
244,"(00,00)","(20,27)","(20,27)",1748
52,"(00,00)","(20,28)","(20,28)",1812
468,"(00,00)","(20,29)","(20,29)",1876
1332,"(00,00)","(20,30)","(20,30)",1940
180,"(00,00)","(20,31)","(20,31)",2004
4053,"(00,00)","(21,00)","(21,00)",21
3797,"(00,00)","(21,01)","(21,01)",85
4021,"(00,00)","(21,02)","(21,02)",149
2037,"(00,00)","(21,03)","(21,03)",213
3477,"(00,00)","(21,04)","(21,04)",277
3733,"(00,00)","(21,05)","(21,05)",341
3989,"(00,00)","(21,06)","(21,06)",405
2005,"(00,00)","(21,07)","(21,07)",469
2709,"(00,00)","(21,08)","(21,08)",533
3701,"(00,00)","(21,09)","(21,09)",597
3253,"(00,00)","(21,10)","(21,10)",661
1973,"(00,00)","(21,11)","(21,11)",725
2453,"(00,00)","(21,12)","(21,12)",789
2997,"(00,00)","(21,13)","(21,13)",853
2421,"(00,00)","(21,14)","(21,14)",917
1077,"(00,00)","(21,15)","(21,15)",981
2261,"(00,00)","(21,16)","(21,16)",1045
2933,"(00,00)","(21,17)","(21,17)",1109
2165,"(00,00)","(21,18)","(21,18)",1173
1109,"(00,00)","(21,19)","(21,19)",1237
1045,"(00,00)","(21,20)","(21,20)",1301
1781,"(00,00)","(21,21)","(21,21)",1365
1461,"(00,00)","(21,22)","(21,22)",1429
853,"(00,00)","(21,23)","(21,23)",1493
1141,"(00,00)","(21,24)","(21,24)",1557
1685,"(00,00)","(21,25)","(21,25)",1621
341,"(00,00)","(21,26)","(21,26)",1685
245,"(00,00)","(21,27)","(21,27)",1749
53,"(00,00)","(21,28)","(21,28)",1813
469,"(00,00)","(21,29)","(21,29)",1877
1333,"(00,00)","(21,30)","(21,30)",1941
181,"(00,00)","(21,31)","(21,31)",2005
4054,"(00,00)","(22,00)","(22,00)",22
3798,"(00,00)","(22,01)","(22,01)",86
4022,"(00,00)","(22,02)","(22,02)",150
2038,"(00,00)","(22,03)","(22,03)",214
3478,"(00,00)","(22,04)","(22,04)",278
3734,"(00,00)","(22,05)","(22,05)",342
3990,"(00,00)","(22,06)","(22,06)",406
2006,"(00,00)","(22,07)","(22,07)",470
2710,"(00,00)","(22,08)","(22,08)",534
3702,"(00,00)","(22,09)","(22,09)",598
3254,"(00,00)","(22,10)","(22,10)",662
1974,"(00,00)","(22,11)","(22,11)",726
2454,"(00,00)","(22,12)","(22,12)",790
2998,"(00,00)","(22,13)","(22,13)",854
2422,"(00,00)","(22,14)","(22,14)",918
1078,"(00,00)","(22,15)","(22,15)",982
2262,"(00,00)","(22,16)","(22,16)",1046
2934,"(00,00)","(22,17)","(22,17)",1110
2166,"(00,00)","(22,18)","(22,18)",1174
1110,"(00,00)","(22,19)","(22,19)",1238
1046,"(00,00)","(22,20)","(22,20)",1302
1782,"(00,00)","(22,21)","(22,21)",1366
1462,"(00,00)","(22,22)","(22,22)",1430
854,"(00,00)","(22,23)","(22,23)",1494
1142,"(00,00)","(22,24)","(22,24)",1558
1686,"(00,00)","(22,25)","(22,25)",1622
342,"(00,00)","(22,26)","(22,26)",1686
246,"(00,00)","(22,27)","(22,27)",1750
54,"(00,00)","(22,28)","(22,28)",1814
470,"(00,00)","(22,29)","(22,29)",1878
1334,"(00,00)","(22,30)","(22,30)",1942
182,"(00,00)","(22,31)","(22,31)",2006
4055,"(00,00)","(23,00)","(23,00)",23
3799,"(00,00)","(23,01)","(23,01)",87
4023,"(00,00)","(23,02)","(23,02)",151
2039,"(00,00)","(23,03)","(23,03)",215
3479,"(00,00)","(23,04)","(23,04)",279
3735,"(00,00)","(23,05)","(23,05)",343
3991,"(00,00)","(23,06)","(23,06)",407
2007,"(00,00)","(23,07)","(23,07)",471
2711,"(00,00)","(23,08)","(23,08)",535
3703,"(00,00)","(23,09)","(23,09)",599
3255,"(00,00)","(23,10)","(23,10)",663
1975,"(00,00)","(23,11)","(23,11)",727
2455,"(00,00)","(23,12)","(23,12)",791
2999,"(00,00)","(23,13)","(23,13)",855
2423,"(00,00)","(23,14)","(23,14)",919
1079,"(00,00)","(23,15)","(23,15)",983
2263,"(00,00)","(23,16)","(23,16)",1047
2935,"(00,00)","(23,17)","(23,17)",1111
2167,"(00,00)","(23,18)","(23,18)",1175
1111,"(00,00)","(23,19)","(23,19)",1239
1047,"(00,00)","(23,20)","(23,20)",1303
1783,"(00,00)","(23,21)","(23,21)",1367
1463,"(00,00)","(23,22)","(23,22)",1431
855,"(00,00)","(23,23)","(23,23)",1495
1143,"(00,00)","(23,24)","(23,24)",1559
1687,"(00,00)","(23,25)","(23,25)",1623
343,"(00,00)","(23,26)","(23,26)",1687
247,"(00,00)","(23,27)","(23,27)",1751
55,"(00,00)","(23,28)","(23,28)",1815
471,"(00,00)","(23,29)","(23,29)",1879
1335,"(00,00)","(23,30)","(23,30)",1943
183,"(00,00)","(23,31)","(23,31)",2007
4056,"(00,00)","(24,00)","(24,00)",24
3800,"(00,00)","(24,01)","(24,01)",88
4024,"(00,00)","(24,02)","(24,02)",152
2040,"(00,00)","(24,03)","(24,03)",216
3480,"(00,00)","(24,04)","(24,04)",280
3736,"(00,00)","(24,05)","(24,05)",344
3992,"(00,00)","(24,06)","(24,06)",408
2008,"(00,00)","(24,07)","(24,07)",472
2712,"(00,00)","(24,08)","(24,08)",536
3704,"(00,00)","(24,09)","(24,09)",600
3256,"(00,00)","(24,10)","(24,10)",664
1976,"(00,00)","(24,11)","(24,11)",728
2456,"(00,00)","(24,12)","(24,12)",792
3000,"(00,00)","(24,13)","(24,13)",856
2424,"(00,00)","(24,14)","(24,14)",920
1080,"(00,00)","(24,15)","(24,15)",984
2264,"(00,00)","(24,16)","(24,16)",1048
2936,"(00,00)","(24,17)","(24,17)",1112
2168,"(00,00)","(24,18)","(24,18)",1176
1112,"(00,00)","(24,19)","(24,19)",1240
1048,"(00,00)","(24,20)","(24,20)",1304
1784,"(00,00)","(24,21)","(24,21)",1368
1464,"(00,00)","(24,22)","(24,22)",1432
856,"(00,00)","(24,23)","(24,23)",1496
1144,"(00,00)","(24,24)","(24,24)",1560
1688,"(00,00)","(24,25)","(24,25)",1624
344,"(00,00)","(24,26)","(24,26)",1688
248,"(00,00)","(24,27)","(24,27)",1752
56,"(00,00)","(24,28)","(24,28)",1816
472,"(00,00)","(24,29)","(24,29)",1880
1336,"(00,00)","(24,30)","(24,30)",1944
184,"(00,00)","(24,31)","(24,31)",2008
4057,"(00,00)","(25,00)","(25,00)",25
3801,"(00,00)","(25,01)","(25,01)",89
4025,"(00,00)","(25,02)","(25,02)",153
2041,"(00,00)","(25,03)","(25,03)",217
3481,"(00,00)","(25,04)","(25,04)",281
3737,"(00,00)","(25,05)","(25,05)",345
3993,"(00,00)","(25,06)","(25,06)",409
2009,"(00,00)","(25,07)","(25,07)",473
2713,"(00,00)","(25,08)","(25,08)",537
3705,"(00,00)","(25,09)","(25,09)",601
3257,"(00,00)","(25,10)","(25,10)",665
1977,"(00,00)","(25,11)","(25,11)",729
2457,"(00,00)","(25,12)","(25,12)",793
3001,"(00,00)","(25,13)","(25,13)",857
2425,"(00,00)","(25,14)","(25,14)",921
1081,"(00,00)","(25,15)","(25,15)",985
2265,"(00,00)","(25,16)","(25,16)",1049
2937,"(00,00)","(25,17)","(25,17)",1113
2169,"(00,00)","(25,18)","(25,18)",1177
1113,"(00,00)","(25,19)","(25,19)",1241
1049,"(00,00)","(25,20)","(25,20)",1305
1785,"(00,00)","(25,21)","(25,21)",1369
1465,"(00,00)","(25,22)","(25,22)",1433
857,"(00,00)","(25,23)","(25,23)",1497
1145,"(00,00)","(25,24)","(25,24)",1561
1689,"(00,00)","(25,25)","(25,25)",1625
345,"(00,00)","(25,26)","(25,26)",1689
249,"(00,00)","(25,27)","(25,27)",1753
57,"(00,00)","(25,28)","(25,28)",1817
473,"(00,00)","(25,29)","(25,29)",1881
1337,"(00,00)","(25,30)","(25,30)",1945
185,"(00,00)","(25,31)","(25,31)",2009
4058,"(00,00)","(26,00)","(26,00)",26
3802,"(00,00)","(26,01)","(26,01)",90
4026,"(00,00)","(26,02)","(26,02)",154
2042,"(00,00)","(26,03)","(26,03)",218
3482,"(00,00)","(26,04)","(26,04)",282
3738,"(00,00)","(26,05)","(26,05)",346
3994,"(00,00)","(26,06)","(26,06)",410
2010,"(00,00)","(26,07)","(26,07)",474
2714,"(00,00)","(26,08)","(26,08)",538
3706,"(00,00)","(26,09)","(26,09)",602
3258,"(00,00)","(26,10)","(26,10)",666
1978,"(00,00)","(26,11)","(26,11)",730
2458,"(00,00)","(26,12)","(26,12)",794
3002,"(00,00)","(26,13)","(26,13)",858
2426,"(00,00)","(26,14)","(26,14)",922
1082,"(00,00)","(26,15)","(26,15)",986
2266,"(00,00)","(26,16)","(26,16)",1050
2938,"(00,00)","(26,17)","(26,17)",1114
2170,"(00,00)","(26,18)","(26,18)",1178
1114,"(00,00)","(26,19)","(26,19)",1242
1050,"(00,00)","(26,20)","(26,20)",1306
1786,"(00,00)","(26,21)","(26,21)",1370
1466,"(00,00)","(26,22)","(26,22)",1434
858,"(00,00)","(26,23)","(26,23)",1498
1146,"(00,00)","(26,24)","(26,24)",1562
1690,"(00,00)","(26,25)","(26,25)",1626
346,"(00,00)","(26,26)","(26,26)",1690
250,"(00,00)","(26,27)","(26,27)",1754
58,"(00,00)","(26,28)","(26,28)",1818
474,"(00,00)","(26,29)","(26,29)",1882
1338,"(00,00)","(26,30)","(26,30)",1946
186,"(00,00)","(26,31)","(26,31)",2010
4059,"(00,00)","(27,00)","(27,00)",27
3803,"(00,00)","(27,01)","(27,01)",91
4027,"(00,00)","(27,02)","(27,02)",155
2043,"(00,00)","(27,03)","(27,03)",219
3483,"(00,00)","(27,04)","(27,04)",283
3739,"(00,00)","(27,05)","(27,05)",347
3995,"(00,00)","(27,06)","(27,06)",411
2011,"(00,00)","(27,07)","(27,07)",475
2715,"(00,00)","(27,08)","(27,08)",539
3707,"(00,00)","(27,09)","(27,09)",603
3259,"(00,00)","(27,10)","(27,10)",667
1979,"(00,00)","(27,11)","(27,11)",731
2459,"(00,00)","(27,12)","(27,12)",795
3003,"(00,00)","(27,13)","(27,13)",859
2427,"(00,00)","(27,14)","(27,14)",923
1083,"(00,00)","(27,15)","(27,15)",987
2267,"(00,00)","(27,16)","(27,16)",1051
2939,"(00,00)","(27,17)","(27,17)",1115
2171,"(00,00)","(27,18)","(27,18)",1179
1115,"(00,00)","(27,19)","(27,19)",1243
1051,"(00,00)","(27,20)","(27,20)",1307
1787,"(00,00)","(27,21)","(27,21)",1371
1467,"(00,00)","(27,22)","(27,22)",1435
859,"(00,00)","(27,23)","(27,23)",1499
1147,"(00,00)","(27,24)","(27,24)",1563
1691,"(00,00)","(27,25)","(27,25)",1627
347,"(00,00)","(27,26)","(27,26)",1691
251,"(00,00)","(27,27)","(27,27)",1755
59,"(00,00)","(27,28)","(27,28)",1819
475,"(00,00)","(27,29)","(27,29)",1883
1339,"(00,00)","(27,30)","(27,30)",1947
187,"(00,00)","(27,31)","(27,31)",2011
4060,"(00,00)","(28,00)","(28,00)",28
3804,"(00,00)","(28,01)","(28,01)",92
4028,"(00,00)","(28,02)","(28,02)",156
2044,"(00,00)","(28,03)","(28,03)",220
3484,"(00,00)","(28,04)","(28,04)",284
3740,"(00,00)","(28,05)","(28,05)",348
3996,"(00,00)","(28,06)","(28,06)",412
2012,"(00,00)","(28,07)","(28,07)",476
2716,"(00,00)","(28,08)","(28,08)",540
3708,"(00,00)","(28,09)","(28,09)",604
3260,"(00,00)","(28,10)","(28,10)",668
1980,"(00,00)","(28,11)","(28,11)",732
2460,"(00,00)","(28,12)","(28,12)",796
3004,"(00,00)","(28,13)","(28,13)",860
2428,"(00,00)","(28,14)","(28,14)",924
1084,"(00,00)","(28,15)","(28,15)",988
2268,"(00,00)","(28,16)","(28,16)",1052
2940,"(00,00)","(28,17)","(28,17)",1116
2172,"(00,00)","(28,18)","(28,18)",1180
1116,"(00,00)","(28,19)","(28,19)",1244
1052,"(00,00)","(28,20)","(28,20)",1308
1788,"(00,00)","(28,21)","(28,21)",1372
1468,"(00,00)","(28,22)","(28,22)",1436
860,"(00,00)","(28,23)","(28,23)",1500
1148,"(00,00)","(28,24)","(28,24)",1564
1692,"(00,00)","(28,25)","(28,25)",1628
348,"(00,00)","(28,26)","(28,26)",1692
252,"(00,00)","(28,27)","(28,27)",1756
60,"(00,00)","(28,28)","(28,28)",1820
476,"(00,00)","(28,29)","(28,29)",1884
1340,"(00,00)","(28,30)","(28,30)",1948
188,"(00,00)","(28,31)","(28,31)",2012
4061,"(00,00)","(29,00)","(29,00)",29
3805,"(00,00)","(29,01)","(29,01)",93
4029,"(00,00)","(29,02)","(29,02)",157
2045,"(00,00)","(29,03)","(29,03)",221
3485,"(00,00)","(29,04)","(29,04)",285
3741,"(00,00)","(29,05)","(29,05)",349
3997,"(00,00)","(29,06)","(29,06)",413
2013,"(00,00)","(29,07)","(29,07)",477
2717,"(00,00)","(29,08)","(29,08)",541
3709,"(00,00)","(29,09)","(29,09)",605
3261,"(00,00)","(29,10)","(29,10)",669
1981,"(00,00)","(29,11)","(29,11)",733
2461,"(00,00)","(29,12)","(29,12)",797
3005,"(00,00)","(29,13)","(29,13)",861
2429,"(00,00)","(29,14)","(29,14)",925
1085,"(00,00)","(29,15)","(29,15)",989
2269,"(00,00)","(29,16)","(29,16)",1053
2941,"(00,00)","(29,17)","(29,17)",1117
2173,"(00,00)","(29,18)","(29,18)",1181
1117,"(00,00)","(29,19)","(29,19)",1245
1053,"(00,00)","(29,20)","(29,20)",1309
1789,"(00,00)","(29,21)","(29,21)",1373
1469,"(00,00)","(29,22)","(29,22)",1437
861,"(00,00)","(29,23)","(29,23)",1501
1149,"(00,00)","(29,24)","(29,24)",1565
1693,"(00,00)","(29,25)","(29,25)",1629
349,"(00,00)","(29,26)","(29,26)",1693
253,"(00,00)","(29,27)","(29,27)",1757
61,"(00,00)","(29,28)","(29,28)",1821
477,"(00,00)","(29,29)","(29,29)",1885
1341,"(00,00)","(29,30)","(29,30)",1949
189,"(00,00)","(29,31)","(29,31)",2013
4062,"(00,00)","(30,00)","(30,00)",30
3806,"(00,00)","(30,01)","(30,01)",94
4030,"(00,00)","(30,02)","(30,02)",158
2046,"(00,00)","(30,03)","(30,03)",222
3486,"(00,00)","(30,04)","(30,04)",286
3742,"(00,00)","(30,05)","(30,05)",350
3998,"(00,00)","(30,06)","(30,06)",414
2014,"(00,00)","(30,07)","(30,07)",478
2718,"(00,00)","(30,08)","(30,08)",542
3710,"(00,00)","(30,09)","(30,09)",606
3262,"(00,00)","(30,10)","(30,10)",670
1982,"(00,00)","(30,11)","(30,11)",734
2462,"(00,00)","(30,12)","(30,12)",798
3006,"(00,00)","(30,13)","(30,13)",862
2430,"(00,00)","(30,14)","(30,14)",926
1086,"(00,00)","(30,15)","(30,15)",990
2270,"(00,00)","(30,16)","(30,16)",1054
2942,"(00,00)","(30,17)","(30,17)",1118
2174,"(00,00)","(30,18)","(30,18)",1182
1118,"(00,00)","(30,19)","(30,19)",1246
1054,"(00,00)","(30,20)","(30,20)",1310
1790,"(00,00)","(30,21)","(30,21)",1374
1470,"(00,00)","(30,22)","(30,22)",1438
862,"(00,00)","(30,23)","(30,23)",1502
1150,"(00,00)","(30,24)","(30,24)",1566
1694,"(00,00)","(30,25)","(30,25)",1630
350,"(00,00)","(30,26)","(30,26)",1694
254,"(00,00)","(30,27)","(30,27)",1758
62,"(00,00)","(30,28)","(30,28)",1822
478,"(00,00)","(30,29)","(30,29)",1886
1342,"(00,00)","(30,30)","(30,30)",1950
190,"(00,00)","(30,31)","(30,31)",2014
4063,"(00,00)","(31,00)","(31,00)",31
3807,"(00,00)","(31,01)","(31,01)",95
4031,"(00,00)","(31,02)","(31,02)",159
2047,"(00,00)","(31,03)","(31,03)",223
3487,"(00,00)","(31,04)","(31,04)",287
3743,"(00,00)","(31,05)","(31,05)",351
3999,"(00,00)","(31,06)","(31,06)",415
2015,"(00,00)","(31,07)","(31,07)",479
2719,"(00,00)","(31,08)","(31,08)",543
3711,"(00,00)","(31,09)","(31,09)",607
3263,"(00,00)","(31,10)","(31,10)",671
1983,"(00,00)","(31,11)","(31,11)",735
2463,"(00,00)","(31,12)","(31,12)",799
3007,"(00,00)","(31,13)","(31,13)",863
2431,"(00,00)","(31,14)","(31,14)",927
1087,"(00,00)","(31,15)","(31,15)",991
2271,"(00,00)","(31,16)","(31,16)",1055
2943,"(00,00)","(31,17)","(31,17)",1119
2175,"(00,00)","(31,18)","(31,18)",1183
1119,"(00,00)","(31,19)","(31,19)",1247
1055,"(00,00)","(31,20)","(31,20)",1311
1791,"(00,00)","(31,21)","(31,21)",1375
1471,"(00,00)","(31,22)","(31,22)",1439
863,"(00,00)","(31,23)","(31,23)",1503
1151,"(00,00)","(31,24)","(31,24)",1567
1695,"(00,00)","(31,25)","(31,25)",1631
351,"(00,00)","(31,26)","(31,26)",1695
255,"(00,00)","(31,27)","(31,27)",1759
63,"(00,00)","(31,28)","(31,28)",1823
479,"(00,00)","(31,29)","(31,29)",1887
1343,"(00,00)","(31,30)","(31,30)",1951
191,"(00,00)","(31,31)","(31,31)",2015
3840,"(00,01)","(00,00)","(00,32)",2048
3104,"(00,01)","(00,01)","(00,33)",2112
3904,"(00,01)","(00,02)","(00,34)",2176
3552,"(00,01)","(00,03)","(00,35)",2240
2752,"(00,01)","(00,04)","(00,36)",2304
3008,"(00,01)","(00,05)","(00,37)",2368
3424,"(00,01)","(00,06)","(00,38)",2432
1920,"(00,01)","(00,07)","(00,39)",2496
2592,"(00,01)","(00,08)","(00,40)",2560
2176,"(00,01)","(00,09)","(00,41)",2624
2720,"(00,01)","(00,10)","(00,42)",2688
1856,"(00,01)","(00,11)","(00,43)",2752
1888,"(00,01)","(00,12)","(00,44)",2816
2048,"(00,01)","(00,13)","(00,45)",2880
2336,"(00,01)","(00,14)","(00,46)",2944
2560,"(00,01)","(00,15)","(00,47)",3008
1216,"(00,01)","(00,16)","(00,48)",3072
1184,"(00,01)","(00,17)","(00,49)",3136
2080,"(00,01)","(00,18)","(00,50)",3200
960,"(00,01)","(00,19)","(00,51)",3264
992,"(00,01)","(00,20)","(00,52)",3328
768,"(00,01)","(00,21)","(00,53)",3392
1280,"(00,01)","(00,22)","(00,54)",3456
896,"(00,01)","(00,23)","(00,55)",3520
192,"(00,01)","(00,24)","(00,56)",3584
672,"(00,01)","(00,25)","(00,57)",3648
3392,"(00,01)","(00,26)","(00,58)",3712
64,"(00,01)","(00,27)","(00,59)",3776
608,"(00,01)","(00,28)","(00,60)",3840
288,"(00,01)","(00,29)","(00,61)",3904
480,"(00,01)","(00,30)","(00,62)",3968
96,"(00,01)","(00,31)","(00,63)",4032
3841,"(00,01)","(01,00)","(01,32)",2049
3105,"(00,01)","(01,01)","(01,33)",2113
3905,"(00,01)","(01,02)","(01,34)",2177
3553,"(00,01)","(01,03)","(01,35)",2241
2753,"(00,01)","(01,04)","(01,36)",2305
3009,"(00,01)","(01,05)","(01,37)",2369
3425,"(00,01)","(01,06)","(01,38)",2433
1921,"(00,01)","(01,07)","(01,39)",2497
2593,"(00,01)","(01,08)","(01,40)",2561
2177,"(00,01)","(01,09)","(01,41)",2625
2721,"(00,01)","(01,10)","(01,42)",2689
1857,"(00,01)","(01,11)","(01,43)",2753
1889,"(00,01)","(01,12)","(01,44)",2817
2049,"(00,01)","(01,13)","(01,45)",2881
2337,"(00,01)","(01,14)","(01,46)",2945
2561,"(00,01)","(01,15)","(01,47)",3009
1217,"(00,01)","(01,16)","(01,48)",3073
1185,"(00,01)","(01,17)","(01,49)",3137
2081,"(00,01)","(01,18)","(01,50)",3201
961,"(00,01)","(01,19)","(01,51)",3265
993,"(00,01)","(01,20)","(01,52)",3329
769,"(00,01)","(01,21)","(01,53)",3393
1281,"(00,01)","(01,22)","(01,54)",3457
897,"(00,01)","(01,23)","(01,55)",3521
193,"(00,01)","(01,24)","(01,56)",3585
673,"(00,01)","(01,25)","(01,57)",3649
3393,"(00,01)","(01,26)","(01,58)",3713
65,"(00,01)","(01,27)","(01,59)",3777
609,"(00,01)","(01,28)","(01,60)",3841
289,"(00,01)","(01,29)","(01,61)",3905
481,"(00,01)","(01,30)","(01,62)",3969
97,"(00,01)","(01,31)","(01,63)",4033
3842,"(00,01)","(02,00)","(02,32)",2050
3106,"(00,01)","(02,01)","(02,33)",2114
3906,"(00,01)","(02,02)","(02,34)",2178
3554,"(00,01)","(02,03)","(02,35)",2242
2754,"(00,01)","(02,04)","(02,36)",2306
3010,"(00,01)","(02,05)","(02,37)",2370
3426,"(00,01)","(02,06)","(02,38)",2434
1922,"(00,01)","(02,07)","(02,39)",2498
2594,"(00,01)","(02,08)","(02,40)",2562
2178,"(00,01)","(02,09)","(02,41)",2626
2722,"(00,01)","(02,10)","(02,42)",2690
1858,"(00,01)","(02,11)","(02,43)",2754
1890,"(00,01)","(02,12)","(02,44)",2818
2050,"(00,01)","(02,13)","(02,45)",2882
2338,"(00,01)","(02,14)","(02,46)",2946
2562,"(00,01)","(02,15)","(02,47)",3010
1218,"(00,01)","(02,16)","(02,48)",3074
1186,"(00,01)","(02,17)","(02,49)",3138
2082,"(00,01)","(02,18)","(02,50)",3202
962,"(00,01)","(02,19)","(02,51)",3266
994,"(00,01)","(02,20)","(02,52)",3330
770,"(00,01)","(02,21)","(02,53)",3394
1282,"(00,01)","(02,22)","(02,54)",3458
898,"(00,01)","(02,23)","(02,55)",3522
194,"(00,01)","(02,24)","(02,56)",3586
674,"(00,01)","(02,25)","(02,57)",3650
3394,"(00,01)","(02,26)","(02,58)",3714
66,"(00,01)","(02,27)","(02,59)",3778
610,"(00,01)","(02,28)","(02,60)",3842
290,"(00,01)","(02,29)","(02,61)",3906
482,"(00,01)","(02,30)","(02,62)",3970
98,"(00,01)","(02,31)","(02,63)",4034
3843,"(00,01)","(03,00)","(03,32)",2051
3107,"(00,01)","(03,01)","(03,33)",2115
3907,"(00,01)","(03,02)","(03,34)",2179
3555,"(00,01)","(03,03)","(03,35)",2243
2755,"(00,01)","(03,04)","(03,36)",2307
3011,"(00,01)","(03,05)","(03,37)",2371
3427,"(00,01)","(03,06)","(03,38)",2435
1923,"(00,01)","(03,07)","(03,39)",2499
2595,"(00,01)","(03,08)","(03,40)",2563
2179,"(00,01)","(03,09)","(03,41)",2627
2723,"(00,01)","(03,10)","(03,42)",2691
1859,"(00,01)","(03,11)","(03,43)",2755
1891,"(00,01)","(03,12)","(03,44)",2819
2051,"(00,01)","(03,13)","(03,45)",2883
2339,"(00,01)","(03,14)","(03,46)",2947
2563,"(00,01)","(03,15)","(03,47)",3011
1219,"(00,01)","(03,16)","(03,48)",3075
1187,"(00,01)","(03,17)","(03,49)",3139
2083,"(00,01)","(03,18)","(03,50)",3203
963,"(00,01)","(03,19)","(03,51)",3267
995,"(00,01)","(03,20)","(03,52)",3331
771,"(00,01)","(03,21)","(03,53)",3395
1283,"(00,01)","(03,22)","(03,54)",3459
899,"(00,01)","(03,23)","(03,55)",3523
195,"(00,01)","(03,24)","(03,56)",3587
675,"(00,01)","(03,25)","(03,57)",3651
